Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
thinking of you in this time of loss,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",10,4,,2,2,0,,1,3,-2,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-05 07:17:48,2026-04-06 06:53:17
flower bouquet adelaide,AU,Australia,English,Adelaide (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",60,33,,,2,,,,10,New,,,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,2026-03-30 10:50:24
cronulla flowers,AU,Australia,English,Cronulla (Location),false,true,false,true,true,false,"Local teaser, Sitelinks, Bottom ads, Paid sitelinks",60,0,1.62,,2,,,,10,New,,,,https://www.lvly.com.au/collections/flower-delivery-cronulla-new-south-wales,,2026-03-29 11:37:52
gift baskets melbourne same day delivery,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Top ads, Shopping, Thumbnail, Sitelinks",20,8,1.21,1,2,0,,6,4,2,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2025-12-24 19:21:32,2026-04-22 21:46:28
flower delivery in canberra,AU,Australia,English,Canberra (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Sitelinks, People also ask",20,32,,2,,,,5,,Lost,,https://www.lvly.com.au/collections/canberra,,,2026-01-19 10:07:02,
flower shops in brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,"Local teaser, Thumbnail, Sitelinks, People also ask",20,42,,2,,,,5,,Lost,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,,2026-01-24 11:56:32,
flowers next day delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail, Local teaser",20,61,1.86,2,2,-1,,3,4,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-30 11:04:29,2026-03-28 21:37:02
anniversary gifts melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks, Shopping, Discussions and forums, Bottom ads, Paid sitelinks",20,0,0.56,3,2,-1,,2,4,-2,,https://www.lvly.com.au/collections/anniversary,,https://www.lvly.com.au/collections/anniversary,2025-12-26 03:35:16,2026-04-24 16:46:02
free flower delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"AI Overview, Sitelinks, Local teaser, Shopping, Thumbnail",20,53,1.22,2,2,0,,4,5,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-30 18:18:08,2026-03-30 07:54:18
new baby gift,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, Discussions and forums, Shopping, People also ask, Video preview",200,6,0.52,2,,,,16,,Lost,,https://www.lvly.com.au/collections/baby-gifts,,,2026-01-22 18:53:07,
flower shop camden,AU,Australia,English,Camden (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",40,5,2.59,1,2,1,,10,8,2,,https://www.lvly.com.au/collections/flower-delivery-camden-new-south-wales,,https://www.lvly.com.au/collections/flower-delivery-camden-new-south-wales,2026-01-20 11:13:39,2026-04-05 14:01:17
mothers day flower delivery sydney,AU,Australia,English,"Mother's Day (Event), Sydney (Location)",false,true,false,false,true,true,"Sitelinks, Thumbnail, Shopping, Discussions and forums",20,32,,2,,,,4,,Lost,,https://www.lvly.com.au/collections/flower-delivery-sydney,,,2026-01-05 03:06:34,
flowers delivery melbourne,SG,Singapore,English,Melbourne (Location),false,true,false,false,true,true,,20,69,1.79,2,2,0,,5,4,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-07 03:56:04,2026-04-26 09:58:17
flowers in perth,US,United States,English,Perth (Location),false,true,false,true,true,false,"Local teaser, Top stories, Video preview, Thumbnail",20,24,1.72,1,2,1,,7,5,2,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/collections/flower-delivery-perth,2025-12-31 07:34:20,2026-03-30 01:30:33
flower shop melbourne,GB,United Kingdom,English,Melbourne (Location),false,true,false,true,true,true,"Local teaser, Thumbnail, Bottom ads, Paid sitelinks",20,70,1.30,2,,,,5,,Lost,,https://www.lvly.com.au/,,,2026-01-22 23:28:20,
endota spa gift voucher,AU,Australia,English,Endota Spa (Organization),true,false,false,false,true,true,People also ask,500,0,0.15,13,2,-11,,9,19,-10,,https://www.lvly.com.au/products/spa-flowers,,https://www.lvly.com.au/products/spa-flowers,2026-01-28 02:53:46,2026-04-12 00:13:22
flowers to australia melbourne,GB,United Kingdom,English,Melbourne (Location),false,true,false,true,true,true,"Local teaser, People also ask",80,64,1.65,10,2,-8,,4,12,-8,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-30 03:03:02,2026-03-28 23:51:32
sending flowers interstate,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, People also ask",70,65,0.91,8,2,-7,,3,10,-7,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-17 07:25:24,2026-04-17 00:57:28
flower of sorrento,AU,Australia,English,Flower of Sorrento (Organization),true,false,false,true,false,false,"Thumbnail, Sitelinks, People also ask",50,0,,2,,,,8,,Lost,,https://www.lvly.com.au/collections/flower-delivery-sorrento-victoria,,,2026-01-21 22:43:18,
flower delivery ocean grove,AU,Australia,English,Ocean Grove (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks, Sitelinks, Bottom ads",50,6,,,2,,1,,8,New,,,,https://www.lvly.com.au/collections/flower-delivery-ocean-grove-victoria,,2026-04-23 22:31:54
order flowers sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",150,62,1.99,2,,,,15,,Lost,,https://www.lvly.com.au/,,,2025-12-24 06:47:58,
australia gift delivery melbourne,GB,United Kingdom,English,"Australia (Location), Melbourne (Location)",false,true,false,true,true,true,"Thumbnail, People also ask, Discussions and forums",40,39,0.86,,2,,,,9,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-22 21:23:17
kids hamper ideas,AU,Australia,English,,false,false,false,true,true,false,"Shopping, Thumbnail, People also ask, Sitelinks",40,0,,,2,,,,9,New,,,,https://www.lvly.com.au/collections/childrens-gift-hampers-baskets,,2026-04-22 09:25:10
flower delivery airlie beach,AU,Australia,English,Airlie Beach (Location),false,true,false,false,true,true,"Local teaser, Sitelinks, Bottom ads, Paid sitelinks",30,12,0.67,,2,,,,8,New,,,,https://www.lvly.com.au/,,2026-04-04 04:13:07
gifts for her delivered,AU,Australia,English,,false,false,false,false,true,true,"Thumbnail, Sitelinks, Shopping",10,30,0.63,1,2,1,,4,2,2,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2025-12-24 14:00:52,2026-04-22 06:19:02
lovely flower,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",10,2,,4,2,-2,2,1,2,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-06 04:37:17,2026-04-21 16:06:02
same day delivery perth flowers,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",20,35,,,2,,,,4,New,,,,https://www.lvly.com.au/,,2026-04-05 05:16:33
melbourne same day delivery flowers,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",20,60,1.37,1,2,0,0,5,4,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-21 21:36:35,2026-04-07 11:10:21
same day flower deliveries,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Local teaser, Bottom ads",10,59,,1,2,0,,3,2,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-25 16:00:52,2026-04-13 08:19:29
peoneys,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask, Knowledge panel, Sitelinks",20,9,,2,,,,5,,Lost,,https://www.lvly.com.au/products/peonies,,,2025-12-13 12:53:30,
lollies gift box,AU,Australia,English,,false,false,false,false,true,true,"Thumbnail, Sitelinks, Shopping",20,0,0.49,2,,,,5,,Lost,,https://www.lvly.com.au/products/lolly-fix-gift-box,,,2026-01-22 07:56:15,
same day delivery gifts brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,"Sitelinks, Knowledge panel, Bottom ads, Paid sitelinks",90,12,0.99,8,2,-7,9,5,11,-6,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-03 16:59:28,2026-04-04 02:52:27
flower delivery perth,NZ,New Zealand,English,Perth (Location),false,true,false,false,true,true,,40,38,1.16,3,2,-2,1,6,8,-2,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-29 15:33:17,2026-04-21 09:56:53
flowers australia,NZ,New Zealand,English,Australia (Location),false,true,false,false,true,true,"People also ask, Sitelinks",40,70,0.93,4,2,-2,,4,8,-4,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-13 17:22:20,2026-03-30 10:22:47
sparkling rose delivery,AU,Australia,English,,false,false,false,false,true,true,"Thumbnail, Shopping, Sitelinks, People also ask",60,0,,2,,,,10,,Lost,,https://www.lvly.com.au/collections/champagne-and-flowers,,,2025-12-23 11:34:07,
deepest condolences to you and your family,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",200,4,0.01,0,2,2,,38,16,22,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-21 22:56:37,2026-02-16 07:06:09
care bear bouquet,US,United States,English,,true,false,false,false,true,true,"Shopping, Thumbnail, Video preview",50,0,0.29,,2,,,,9,New,,,,https://www.lvly.com.au/pages/care-bears-x-lvly,,2026-04-01 02:59:32
send flowers australia,US,United States,English,Australia (Location),false,true,false,false,true,true,Sitelinks,50,63,1.82,,2,,,,9,New,,,,https://www.lvly.com.au/,,2026-04-14 12:25:02
cheap flower delivery adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,"Local teaser, Sitelinks, Thumbnail",150,45,0.60,2,,,,15,,Lost,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,,2026-01-01 14:02:56,
difficult time sending you strength,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",30,7,,2,,,,1,,Lost,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-27 07:17:32,
champagne delivery adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks, Local teaser, Shopping",30,0,1.40,2,,,,7,,Lost,,https://www.lvly.com.au/collections/champagne-and-flowers,,,2025-12-26 15:22:02,
thinking of you with sympathy,US,United States,English,,false,false,false,true,false,false,"People also ask, Thumbnail, Discussions and forums",30,0,1.07,3,2,-1,,3,6,-3,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-15 03:18:20,2026-04-13 13:05:12
flowers delivered in australia,GB,United Kingdom,English,Australia (Location),false,true,false,true,true,true,"AI Overview, People also ask",30,60,0.90,2,2,0,,5,7,-2,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-01 01:52:04,2026-03-31 17:17:02
brisbane gifts delivered,AU,Australia,English,Brisbane (Location),false,true,false,false,true,true,"Local teaser, Sitelinks, Thumbnail",30,10,,2,,,,8,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-07 11:33:54,
florists mt eliza,AU,Australia,English,Mt Eliza (Location),false,true,false,true,true,true,Local teaser,30,8,1.49,2,2,0,,7,8,-1,,https://www.lvly.com.au/collections/flower-delivery-mount-eliza-victoria,,https://www.lvly.com.au/collections/flower-delivery-mount-eliza-victoria,2026-01-24 08:19:28,2026-04-11 08:22:05
florist melbourne delivery,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Sitelinks, Thumbnail, Bottom ads",40,68,2.16,2,,,,8,,Lost,,https://www.lvly.com.au/,,,2026-01-12 01:26:24,
tasmania flowers,AU,Australia,English,Tasmania (Location),false,true,false,true,true,false,"Local teaser, Thumbnail, Sitelinks, People also ask",40,24,0.95,2,,,,8,,Lost,,https://www.lvly.com.au/,,,2026-01-27 07:18:33,
florists newtown,AU,Australia,English,Newtown (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Local teaser, Thumbnail, Sitelinks, People also ask",20,1,1.30,,2,,,,6,New,,,,https://www.lvly.com.au/collections/flower-delivery-newtown-victoria,,2026-04-09 16:21:02
rose bouquets,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Knowledge panel",60,2,0.58,2,2,-1,,8,10,-2,,https://www.lvly.com.au/collections/roses,,https://www.lvly.com.au/collections/roses,2026-01-09 23:40:27,2026-04-26 15:17:05
same day hamper delivery,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, AI Overview, Thumbnail, Local teaser, Shopping, Video preview",100,39,1.54,2,,,,15,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-22 01:01:18,
florist melbourne central,AU,Australia,English,Melbourne Central (Location),true,true,false,true,true,false,"Sitelinks, Knowledge panel, People also ask",70,39,0.70,2,,,,9,,Lost,,https://www.lvly.com.au/,,,2026-01-19 05:17:29,
valentine messages,AU,Australia,English,Valentine's Day (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Knowledge panel, Video preview",90,11,0.02,38,2,-36,,1,12,-11,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/the-perfect-not-cheesy-valentine-s-day-messages-if-you-re-stuck-for-words,,https://www.lvly.com.au/blogs/lvly-blog/the-perfect-not-cheesy-valentine-s-day-messages-if-you-re-stuck-for-words,2026-01-05 04:42:17,2026-04-12 15:09:53
condolences to you and your family,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",350,15,0.01,0,2,2,,75,14,61,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-06 13:13:44,2026-02-16 03:36:53
same day flowers delivered,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail",10,68,,1,2,1,,5,1,4,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-15 15:34:33,2026-04-15 01:46:55
kids gifts delivered,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Local teaser, Shopping, Thumbnail",10,0,,1,2,1,,3,1,2,,https://www.lvly.com.au/collections/childrens-gift-hampers-baskets,,https://www.lvly.com.au/collections/childrens-gift-hampers-baskets,2025-12-31 14:28:50,2026-03-30 04:45:19
i'm sorry to hear that,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,,2,,,,10,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-25 14:26:48,
flower bottle,AU,Australia,English,,false,false,false,true,true,false,"Shopping, Thumbnail, People also ask, Sitelinks",30,0,,2,,,,7,,Lost,,https://www.lvly.com.au/products/flower-jars,,,2026-01-24 05:37:39,
endota spa gift packs,AU,Australia,English,Endota Spa (Organization),true,false,false,true,true,true,"Shopping, Thumbnail",30,0,0.11,,2,,,,7,New,,,,https://www.lvly.com.au/products/spa-relaxation-gift-box,,2026-04-26 16:37:47
celebration gifts,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, Shopping, People also ask, Discussions and forums",40,0,0.80,2,,,,8,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-25 13:17:32,
flower delivery melbourne cheap,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Thumbnail, Local teaser, Shopping, Sitelinks, Bottom ads",80,56,0.85,,2,,,,12,New,,,,https://www.lvly.com.au/,,2026-04-12 19:03:03
delivery gifts perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks, Sitelinks, Thumbnail, Shopping",50,11,0.42,,2,,,,9,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-20 19:56:47
flower delivery australia,RU,Russian Federation,English,Australia (Location),false,true,false,true,true,true,,10,69,,2,2,0,,3,3,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-17 17:09:58,2026-04-16 01:19:40
send flowers adelaide,US,United States,English,Adelaide (Location),false,true,false,false,true,true,"Sitelinks, People also ask",10,40,2.18,1,2,1,,6,3,3,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2025-12-27 19:45:02,2026-04-26 17:39:14
jar of flowers,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask, Sitelinks",10,0,,1,2,0,,4,3,1,,https://www.lvly.com.au/products/flower-jars,,https://www.lvly.com.au/products/flower-jars,2026-01-06 02:24:44,2026-04-25 18:56:16
flower in jar,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask",10,0,0.40,1,2,0,,4,3,1,,https://www.lvly.com.au/products/personalised-flower-jars,,https://www.lvly.com.au/products/flower-jars,2026-01-25 02:46:26,2026-04-12 08:20:28
mothers day message for mum,AU,Australia,English,Mother's Day (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums",10,0,,1,2,0,,4,4,,,https://www.lvly.com.au/blogs/lvly-blog/when-words-escape-you-heartfelt-messages-for-every-mother-figure-on-mothers-day,,https://www.lvly.com.au/blogs/lvly-blog/when-words-escape-you-heartfelt-messages-for-every-mother-figure-on-mothers-day,2025-12-25 14:41:36,2026-04-23 19:31:52
flower delivery adelaide,KR,South Korea,English,Adelaide (Location),false,true,false,true,true,true,Local teaser,10,45,,1,2,1,,7,4,3,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-14 05:47:02,2026-03-31 03:20:06
thinking of you on this difficult day,AU,Australia,English,,false,false,false,true,false,false,"People also ask, Discussions and forums",10,0,,2,2,0,,3,3,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-22 09:05:49,2026-04-07 19:10:30
flower delivery brisbane,NL,Netherlands,English,Brisbane (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks",10,39,1.73,2,2,0,0,3,3,,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,https://www.lvly.com.au/collections/flower-delivery-brisbane,2026-01-28 07:12:27,2026-04-17 14:46:11
express flowers,AU,Australia,English,Express Flowers (Organization),true,false,false,false,true,true,"Sitelinks, People also ask",10,47,1.03,1,2,0,,4,3,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-27 11:31:09,2026-04-15 17:09:02
what flowers for condolences,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums",10,4,0.85,2,,,,4,,Lost,,https://www.lvly.com.au/collections/sympathy-flowers,,,2025-12-21 14:33:23,
polaroid pics,AU,Australia,English,Polaroid (Product),true,false,false,true,true,false,"Thumbnail, People also ask, Shopping",30,5,0.50,2,,,,8,,Lost,,https://www.lvly.com.au/products/instax-polaroid-photo,,,2026-01-23 11:49:25,
flower delvery,AU,Australia,English,,false,false,false,false,true,true,"Top ads, Paid sitelinks, Shopping, Thumbnail, Sitelinks, Bottom ads",20,26,,1,2,0,,7,4,3,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,https://www.lvly.com.au/,2026-01-08 00:32:29,2026-04-24 09:53:02
deliver flower,AU,Australia,English,,false,false,false,false,true,true,"Local teaser, Sitelinks",10,65,0.89,2,2,0,,4,4,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-21 23:00:30,2026-04-09 14:20:54
same day gift,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail, Local teaser",20,36,1.02,2,2,-1,,3,4,-1,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-01 12:31:17,2026-03-31 15:21:28
mother's day delivery gifts,AU,Australia,English,Mother's Day (Event),false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail",20,2,,2,2,-1,,3,4,-1,,https://www.lvly.com.au/collections/mothers-day,,https://www.lvly.com.au/collections/mothers-day,2025-12-17 06:54:04,2026-04-16 19:12:16
next day delivery hampers sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"Sitelinks, Shopping, Thumbnail, Bottom ads",20,37,3.06,,2,,,,4,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-19 06:15:28
birthday hamper same day delivery,AU,Australia,English,,false,false,false,false,true,true,"Shopping, Thumbnail, Sitelinks, Local teaser",20,31,0.89,0,2,1,,10,4,6,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2025-12-30 07:25:05,2026-03-28 17:39:53
flowers brisbane northside,AU,Australia,English,Brisbane Northside (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",30,26,1.38,2,,,,7,,Lost,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,,2026-01-26 09:58:32,
brisbane delivery,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Thumbnail, Sitelinks, Local pack",60,4,1.42,2,,,,10,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2025-12-15 12:03:17,
sympathy messages for loss,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,13,0.01,2,,,,16,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-12 00:29:13,
flowers perth,NZ,New Zealand,English,Perth (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks",50,40,1.42,3,2,-1,,7,9,-2,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-05 18:10:27,2026-04-23 23:41:05
send flowers melbourne,US,United States,English,Melbourne (Location),false,true,false,false,true,true,"Sitelinks, Top stories, Thumbnail, Shopping",50,62,3.11,2,,,,9,,Lost,,https://www.lvly.com.au/,,,2026-01-13 22:43:48,
best sympathy flowers,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Shopping, Thumbnail, Sitelinks",30,1,1.36,,2,,,,7,New,,,,https://www.lvly.com.au/collections/sympathy-flowers,,2026-03-27 13:30:32
mordialloc florist,AU,Australia,English,Mordialloc Florist (Organization),true,true,false,true,true,true,"Top ads, Sitelinks, People also ask, Bottom ads, Paid sitelinks",1300,0,0.97,0,2,1,,5,4,1,,https://www.lvly.com.au/collections/flower-delivery-mordialloc-victoria,,https://www.lvly.com.au/collections/flower-delivery-mordialloc-victoria,2026-01-28 06:08:21,2026-04-24 07:42:14
flower shop near ne,AU,Australia,English,,false,true,false,true,true,false,"Local teaser, People also ask",20,22,0.75,,2,,,,6,New,,,,https://www.lvly.com.au/collections/wollongong,,2026-04-01 16:52:39
melbourne flower delivery,IT,Italy,English,Melbourne (Location),false,true,false,false,true,true,,20,66,1.96,1,2,0,,6,5,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-11 15:19:32,2026-03-26 15:36:40
valentine massage,AU,Australia,English,Valentine (Event),false,false,false,true,true,false,People also ask,20,2,,1,2,1,,7,5,2,,https://www.lvly.com.au/blogs/lvly-blog/the-perfect-not-cheesy-valentine-s-day-messages-if-you-re-stuck-for-words,,https://www.lvly.com.au/blogs/lvly-blog/the-perfect-not-cheesy-valentine-s-day-messages-if-you-re-stuck-for-words,2026-01-04 02:04:03,2026-04-05 11:57:29
brisbane gift delivery,GB,United Kingdom,English,Brisbane (Location),false,true,false,true,true,true,"Local teaser, Thumbnail, Discussions and forums, Shopping",20,23,1.03,2,,,,6,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-12 02:23:02,
anniversary gofts,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Shopping, People also ask, Sitelinks, Discussions and forums",20,3,0.54,2,,,,6,,Lost,,https://www.lvly.com.au/collections/anniversary,,,2025-12-30 00:43:32,
same day delivery gift sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"Sitelinks, Thumbnail, Discussions and forums, Shopping",20,24,0.46,2,,,,4,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-04 04:15:34,
flowers to send interstate,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Sitelinks, Shopping, Thumbnail, Local teaser, Bottom ads",20,67,1.04,1,2,1,1,7,4,3,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-30 15:20:32,2026-03-30 01:56:29
flowers on sorrento,AU,Australia,English,Flowers on Sorrento (Organization),true,true,false,true,true,false,"Sitelinks, Knowledge panel",20,0,0.64,2,,,,4,,Lost,,https://www.lvly.com.au/collections/flower-delivery-sorrento-victoria,,,2026-01-10 16:30:02,
kids birthday hampers,AU,Australia,English,,false,false,false,false,true,true,"Shopping, Thumbnail, Sitelinks",20,0,,1,2,1,,8,4,4,,https://www.lvly.com.au/collections/childrens-gift-hampers-baskets,,https://www.lvly.com.au/collections/childrens-gift-hampers-baskets,2025-12-27 09:12:34,2026-04-26 08:56:54
anniversary gifts australia,US,United States,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, Shopping, Thumbnail, People also ask",20,1,,1,2,0,,5,4,1,,https://www.lvly.com.au/collections/anniversary,,https://www.lvly.com.au/collections/anniversary,2026-01-06 07:43:54,2026-04-11 06:16:29
melbourne flower delivery,AE,United Arab Emirates,English,Melbourne (Location),false,true,false,false,true,true,Local teaser,20,70,1.56,2,,,,5,,Lost,,https://www.lvly.com.au/,,,2026-01-12 00:26:08,
birthday gift boxes melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail",20,36,0.82,,2,,,,4,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-22 18:16:17
flower delivery brisbane,RU,Russian Federation,English,Brisbane (Location),false,true,false,false,true,true,Thumbnail,20,33,,2,2,0,,5,4,1,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,https://www.lvly.com.au/collections/flower-delivery-brisbane,2025-12-24 16:51:32,2026-04-22 14:02:37
thinking of you sympathy quotes,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Top ads, People also ask, Sitelinks, Bottom ads",20,10,,2,2,0,,3,5,-2,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-03 23:08:49,2026-04-05 05:17:49
send baby gift,AU,Australia,English,,false,false,false,false,true,true,"Shopping, Thumbnail, Sitelinks",20,25,,2,2,0,,4,4,,,https://www.lvly.com.au/collections/baby-gifts,,https://www.lvly.com.au/collections/baby-gifts,2026-01-05 10:36:19,2026-04-06 19:29:54
