Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
tiket makassar batam,ID,Indonesia,Indonesian,"Makassar (Location), Batam (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask",10,0,0.01,1,0,6,,https://www.airasia.com/flights/id/id/from-makassar-upg-to-batam-bth/,2026-04-12 22:49:28
harga tiket banjarmasin makassar,ID,Indonesia,Indonesian,Banjarmasin to Makassar (Event),false,true,false,true,true,false,People also ask,10,0,0.01,1,0,6,,https://www.airasia.com/flights/id/id/from-banjarmasin-bdj-to-makassar-upg/,2026-04-20 19:23:06
surabaya ke bali berapa jam naik pesawat,ID,Indonesia,Indonesian,,false,true,false,true,false,false,"People also ask, Sitelinks",10,0,,1,0,6,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-bali-dps/,2026-04-02 17:59:10
สายการบินขอนแก่นภูเก็ต,TH,Thailand,Thai,"Khon Kaen (Location), Phuket (Location)",false,true,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Bottom ads, Paid sitelinks",10,0,0.03,1,1,7,,https://www.airasia.com/flights/th/th/from-khon-kaen-kkc-to-phuket-hkt/,2026-04-09 06:22:40
เที่ยวบินสมุย กรุงเทพ,TH,Thailand,Thai,"Koh Samui (Location), Bangkok (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail",10,0,0.05,1,0,6,,https://www.airasia.com/flights/th/th/from-ko-samui-usm-to-bangkok-don-mueang-dmk/,2026-04-13 21:04:02
brunei to penang flight,BN,Brunei Darussalam,English,,false,false,false,false,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask",10,0,0.03,1,0,6,,https://www.airasia.com/flights/from-brunei-bwn-to-penang-pen/,2026-04-15 04:09:28
flights from london to paris,MY,Malaysia,English,"London (Location), Paris (Location)",false,true,false,true,true,true,People also ask,10,2,0.13,1,0,6,,https://www.airasia.com/flights/from-london-lcy-to-paris-cdg,2026-04-05 22:36:06
bkk hanoi,TH,Thailand,Thai,"BKK (Location), Hanoi (Location)",false,false,false,true,true,false,,10,0,,1,0,6,,https://www.airasia.com/flights/from-bangkok-dmk-to-hanoi-han/,2026-03-22 08:29:02
プーケット バンコク,TH,Thailand,Japanese,"Phuket (Location), Bangkok (Location)",false,true,false,true,false,false,"People also ask, Sitelinks",10,0,0.20,1,0,6,,https://www.airasia.com/flights/ja/jp/from-phuket-hkt-to-bangkok-suvarnabhumi-bkk/,2026-04-13 02:27:02
promo flights manila to cebu,PH,Philippines,English,,false,true,false,true,true,true,,10,22,0.05,1,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-cebu-ceb/,2026-04-18 16:23:02
เครื่องบินเชียงราย,TH,Thailand,Thai,Chiang Rai (Location),false,true,false,true,false,false,,10,0,0.04,1,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-chiang-rai-cei/,2026-04-06 14:54:03
flight from narathiwat to bangkok,MY,Malaysia,English,"Narathiwat (Location), Bangkok (Location)",false,true,false,true,true,true,,10,0,0.06,1,0,6,,https://www.airasia.com/flights/from-narathiwat-naw-to-bangkok-dmk/,2026-03-31 21:50:02
flight to surabaya,ID,Indonesia,English,Surabaya (Location),false,true,false,false,true,true,,10,0,0.05,1,0,6,,https://www.airasia.com/flights/surabaya-east-java/,2026-03-30 15:26:51
tiket pesawat medan kupang,ID,Indonesia,Indonesian,"Medan (Location), Kupang (Location)",false,true,false,true,true,true,"People also ask, Sitelinks",10,0,0.01,1,0,6,,https://www.airasia.com/flights/id/id/from-medan-kualanamu-kno-to-kupang-koe/,2026-04-06 06:58:28
ตั๋วเครื่องบินกรุงเทพ หลวงพระบาง,TH,Thailand,Thai,"Bangkok (Location), Luang Prabang (Location)",false,true,false,false,true,true,,10,0,0.06,1,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-luang-prabang-lpq/,2026-04-26 13:08:04
bali to bangkok,TH,Thailand,English,"Bali (Location), Bangkok (Location)",false,true,false,true,true,false,,10,0,0.30,1,0,6,,https://www.airasia.com/flights/from-bali-dps-to-bangkok-dmk/,2026-04-18 19:21:51
harga tiket pesawat bandung samarinda,ID,Indonesia,Indonesian,"Bandung (Location), Samarinda (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",10,0,,1,0,7,,https://www.airasia.com/flights/id/id/from-bandung-bdo-to-samarinda-aap/,2026-04-25 11:58:59
tiket pesawat semarang ambon,ID,Indonesia,Indonesian,"Semarang (Location), Ambon (Location)",false,true,false,true,true,true,"People also ask, Sitelinks",10,0,0.01,1,0,6,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-ambon-maluku-amq/,2026-04-25 00:37:02
tiket lombok makassar,ID,Indonesia,Indonesian,"Lombok (Location), Makassar (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks",10,0,0.02,1,0,6,,https://www.airasia.com/flights/id/id/from-lombok-lop-to-makassar-upg/,2026-04-02 15:00:55
tiket pesawat padang jogja promo,ID,Indonesia,Indonesian,"Padang (Location), Yogyakarta (Location)",false,true,false,true,true,true,"People also ask, Sitelinks",10,0,,1,0,6,,https://www.airasia.com/flights/id/id/from-padang-pdg-to-yogyakarta-kulon-progo-yia/,2026-04-13 09:58:28
berapa jam dari pekanbaru ke tanjung pinang,ID,Indonesia,Indonesian,"Pekanbaru (Location), Tanjung Pinang (Location)",false,true,false,true,false,false,"People also ask, Video preview",10,0,,1,0,6,,https://www.airasia.com/flights/id/id/from-pekanbaru-pku-to-tanjung-pinang-tnj/,2026-04-14 04:52:02
jakarta ke belitung,ID,Indonesia,Indonesian,"Jakarta (Location), Belitung (Location)",false,true,false,true,true,false,"People also ask, Video preview",10,0,0.03,1,0,6,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-belitung-tjq/,2026-04-10 06:57:23
bali price,SG,Singapore,English,Bali (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",10,2,0.21,1,0,7,,https://www.airasia.com/blog/indonesia/bali/how-much-to-bring-to-bali,2026-04-18 09:15:17
cheap flight to batanes,PH,Philippines,English,Batanes (Location),false,true,false,true,true,true,"People also ask, Sitelinks",10,0,0.03,1,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-basco-bso/,2026-04-05 05:28:28
เที่ยวบินกรุงเทพนครศรีธรรมราช,TH,Thailand,Thai,"Bangkok (Location), Nakhon Si Thammarat (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail",10,0,0.06,1,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-nakhon-si-thammarat-nst/,2026-04-02 00:46:27
ตั๋วไปดาลัด,TH,Thailand,Thai,Dalat (Location),false,true,false,true,true,true,Thumbnail,10,0,0.04,1,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-suvarnabhumi-bkk-to-da-lat-dli/,2026-04-25 21:22:17
check in,BW,Botswana,English,,false,false,false,false,false,true,People also ask,10,70,,1,0,6,,https://www.airasia.com/check-in/en/gb,2026-03-17 04:35:19
cheap flights to dublin,MY,Malaysia,English,Dublin (Location),false,true,false,true,true,true,,10,0,0.26,1,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-dublin-dub/,2026-04-24 16:22:27
search flight,TH,Thailand,English,,false,false,false,false,true,true,,10,95,,1,0,6,,https://www.airasia.com/flightstatus/th/th,2026-04-23 22:32:41
jogja surabaya pesawat,ID,Indonesia,Indonesian,"Yogyakarta (Location), Surabaya (Location)",false,true,false,true,true,false,"People also ask, AI Overview",10,0,0.02,1,0,7,,https://www.airasia.com/flights/id/id/from-yogyakarta-adi-sucipto-jog-to-surabaya-sub/,2026-04-08 03:38:02
flights to phuket thailand,PH,Philippines,English,Phuket (Location),false,true,false,true,true,true,People also ask,10,0,0.05,1,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-phuket-hkt/,2026-04-06 20:19:27
tiket pesawat surabaya ke kupang,ID,Indonesia,Indonesian,Surabaya to Kupang (Event),false,true,false,true,true,true,People also ask,10,0,0.02,1,0,6,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-kupang-koe/,2026-04-22 17:54:47
air asia flight,MU,Mauritius,English,AirAsia (Organization),true,false,true,true,true,true,Top ads,0,67,,1,0,1,,https://www.airasia.com/flights/,2026-04-19 01:35:52
airasia com flight status,PH,Philippines,English,airasia.com (Organization),true,false,true,true,false,false,People also ask,0,34,0.05,1,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-13 16:21:47
air asia customer service,ID,Indonesia,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Video preview",70,2,0.64,1,0,11,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-17 09:11:55
airasia web check in,NP,Nepal,English,AirAsia (Organization),true,false,true,false,false,true,Sitelinks,0,52,,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-07 13:13:06
上海機票來回,TW,Taiwan,Chinese,Shanghai (Location),false,true,false,true,true,true,"AI Overview, People also ask, Sitelinks",800,0,,1,0,28,,https://www.airasia.com/flights/zh/tw/from-taipei-taoyuan-tpe-to-shanghai-sha/,2026-04-15 22:55:03
sibu to miri,MY,Malaysia,English,"Sibu (Location), Miri (Location)",false,true,false,true,false,false,"Thumbnail, Video preview",600,0,0.15,1,0,17,,https://www.airasia.com/flights/ms/my/from-sibu-sbw-to-miri-myy/,2026-04-16 05:32:28
airasia flights from bangalore,IN,India,English,"AirAsia (Organization), Bangalore (Location)",true,true,false,true,true,false,"People also ask, Thumbnail",0,0,0.06,1,0,1,,https://www.airasia.com/flights/from-bengaluru-blr-to-bali-dps/,2026-04-13 07:30:32
london to bangkok,PH,Philippines,English,,false,false,false,true,true,false,"People also ask, Video preview",10,0,0.09,1,0,8,,https://www.airasia.com/flights/from-london-lgw-to-bangkok-bkk/,2026-04-11 05:49:19
ตั๋ว เครื่องบิน ไป มา เก๊า,TH,Thailand,Thai,Macau (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, Bottom ads, Paid sitelinks",10,0,0.03,1,0,9,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-macao-mfm/,2026-04-15 22:31:36
book cheapest flight tickets,PH,Philippines,English,,false,false,false,false,true,true,"Top ads, Paid sitelinks, AI Overview, Bottom ads",10,64,,1,0,9,,https://www.airasia.com/flights/,2026-03-30 23:18:44
cebu manila flights today,PH,Philippines,English,"Cebu (Location), Manila (Location)",false,true,false,true,false,false,People also ask,10,8,0.04,1,0,8,,https://www.airasia.com/flights/from-cebu-ceb-to-manila-mnl/,2026-03-30 08:52:20
airasia check-in,NZ,New Zealand,English,AirAsia (Organization),true,false,true,false,false,true,Sitelinks,0,56,,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-16 17:48:42
dubai to delhi flights,AE,United Arab Emirates,English,,false,true,false,true,true,false,"Thumbnail, Video preview",400,0,0.10,1,0,23,,https://www.airasia.com/flights/from-dubai-dxb-to-new-delhi-del/,2026-04-19 02:04:58
香港去富國島,HK,Hong Kong,Chinese,"Hong Kong (Location), Phu Quoc Island (Location)",false,true,false,true,true,false,"People also ask, AI Overview, Thumbnail, Sitelinks, Video preview",350,0,,1,0,23,,https://www.airasia.com/flights/zh/hk/from-hong-kong-hkg-to-phu-quoc-pqc/,2026-04-22 10:44:11
airasia email address,AU,Australia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",10,7,,1,0,5,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-27 05:20:47
air asia airlines,BN,Brunei Darussalam,English,AirAsia (Organization),true,false,true,true,true,false,"Top ads, Sitelinks, People also ask",0,77,0.03,1,0,1,,https://www.airasia.com/en/gb,2026-04-25 03:07:18
จองตั๋ว เครื่องบิน ร้อยเอ็ด สุวรรณภูมิ,TH,Thailand,Thai,"Roi Et (Location), Suvarnabhumi Airport (Location)",false,true,false,false,true,true,"AI Overview, People also ask, Sitelinks",30,0,0.07,1,0,11,,https://www.airasia.com/flights/th/th/from-roi-et-roi-to-bangkok-dmk/,2026-04-09 04:53:52
flights from bangkok to bali,TH,Thailand,English,"Bangkok (Location), Bali (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask",50,0,0.28,1,0,9,,https://www.airasia.com/flights/from-bangkok-don-mueang-dmk-to-bali-dps/,2026-03-30 04:28:29
rajahmundry to mumbai flights,IN,India,English,,false,true,false,true,true,true,"Thumbnail, Video preview",500,0,0.02,1,0,21,,https://www.airasia.com/flights/from-rajahmundry-rja-to-mumbai-bom/,2026-04-13 12:47:11
kochi to mumbai,IN,India,English,"Kochi (Location), Mumbai (Location)",false,true,false,true,false,false,"AI Overview, People also ask, Video preview",900,0,0.05,1,0,23,,https://www.airasia.com/flights/from-kochi-cok-to-mumbai-bom,2026-04-19 00:25:24
manila to pagadian promo ticket,PH,Philippines,English,,false,true,false,true,true,true,"AI Overview, Thumbnail",10,0,0.02,1,0,5,,https://www.airasia.com/flights/from-manila-mnl-to-pagadian-pag/,2026-04-10 20:39:32
flight booking websites,MY,Malaysia,English,,false,false,false,true,true,true,"Top ads, Bottom ads, Paid sitelinks",10,73,0.14,1,0,4,,https://www.airasia.com/flights/,2026-04-15 11:44:32
ari asia,SG,Singapore,English,AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",0,76,0.09,1,0,1,,https://www.airasia.com/en/gb,2026-04-16 11:27:53
air asia india,SE,Sweden,English,"AirAsia (Organization), India (Location)",true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",0,64,0.20,1,0,1,AI Overview,https://www.airasia.com/flights/india/,2026-04-25 19:16:15
thai air asia flights,TH,Thailand,English,Thai AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",0,50,0.19,1,0,1,,https://www.airasia.com/flights/,2026-04-17 19:59:33
thai airasia flights,TH,Thailand,English,Thai AirAsia (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",0,56,0.19,1,0,1,,https://www.airasia.com/flights/,2026-04-11 02:43:27
エアアジア バンコク,TH,Thailand,Japanese,"AirAsia (Organization), Bangkok (Location)",true,true,false,true,true,false,People also ask,0,0,0.18,1,0,1,,https://www.airasia.com/flights/ja/jp/bangkok-thailand/,2026-04-25 00:54:39
airasia zest check-in,PH,Philippines,English,AirAsia Zest (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",0,4,0.02,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-24 02:40:29
cheap flights from brisbane to bali,AU,Australia,English,"Brisbane (Location), Bali (Location)",false,true,false,true,true,true,Thumbnail,300,0,0.29,1,0,21,,https://www.airasia.com/flights/from-brisbane-bne-to-bali-dps/,2026-04-10 13:20:07
airasia manage booking,ES,Spain,English,AirAsia (Organization),true,false,true,true,false,true,People also ask,0,41,,1,0,3,,https://www.airasia.com/account/,2026-04-14 07:14:28
kul hkg,MY,Malaysia,"English, Malay","Kuala Lumpur International Airport (Location), Hong Kong (Location)",false,false,false,true,false,false,Thumbnail,100,12,0.35,1,0,10,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-hong-kong-hkg/,2026-04-26 20:49:32
ตั๋วเครื่องบิน พิษณุโลก,TH,Thailand,Thai,Phitsanulok (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks",40,0,0.05,1,13,8,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-phitsanulok-phs/,2026-04-13 01:19:29
japanese festivals,PL,Poland,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",30,26,,1,0,9,,https://www.airasia.com/blog/japan/popular-japanese-festivals/,2026-04-25 15:56:57
airasia unlimited pass 2023,ID,Indonesia,English,"AirAsia (Organization), AirAsia Unlimited Pass (Product)",true,false,false,true,true,false,"People also ask, Video preview",0,0,0.17,1,0,1,,https://www.airasia.com/unlimited/id/id,2026-04-17 03:48:41
air adia,RU,Russian Federation,Russian,AirAsia (Organization),true,false,false,true,true,false,Video preview,0,67,,1,0,1,,https://www.airasia.com/flights/ru/ru/,2026-04-13 02:49:47
air asia manage,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,Top ads,0,66,0.02,1,0,1,,https://www.airasia.com/account/,2026-03-31 10:19:28
กระบี่ กรุงเทพ,TH,Thailand,Thai,"Krabi (Location), Bangkok (Location)",false,true,false,true,false,false,"Thumbnail, Video preview",500,0,0.14,1,0,23,,https://www.airasia.com/flights/th/th/from-krabi-kbv-to-bangkok-dmk/,2026-04-26 09:54:23
airasia iloilo,PH,Philippines,English,"AirAsia (Organization), Iloilo (Location)",true,true,false,true,false,false,"Top ads, Knowledge panel, People also ask, Thumbnail, Sitelinks, Bottom ads",0,0,0.06,1,0,3,,https://www.airasia.com/flights/from-manila-mnl-to-iloilo-ilo/,2026-04-19 10:49:53
bali to sydney,AU,Australia,English,"Bali (Location), Sydney (Location)",false,true,false,true,true,false,"People also ask, Thumbnail, Video preview",900,0,0.36,1,0,23,,https://www.airasia.com/flights/from-bali-dps-to-sydney-syd/,2026-04-19 16:57:11
ที่พัก พัทยา,TH,Thailand,Thai,Pattaya (Location),false,true,false,true,true,false,"Thumbnail, Video preview",4800,0,0.19,1,0,34,,https://www.airasia.com/all-hotels/thailand/pattaya/th/th/,2026-04-26 14:59:17
airasia schedule,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,20,0.02,1,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-03-25 17:50:15
www.airasia india,IN,India,English,"AirAsia (Organization), India (Location)",true,false,true,true,true,false,Sitelinks,0,50,0.02,1,0,1,,https://www.airasia.com/en/gb,2026-04-12 02:17:14
airasia check booking,SG,Singapore,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,65,0.12,1,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-24 11:07:22
harga tiket pesawat dari batam ke surabaya,ID,Indonesia,Indonesian,"Batam (Location), Surabaya (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",10,0,0.02,1,0,6,,https://www.airasia.com/flights/id/id/from-batam-bth-to-surabaya-sub/,2026-04-13 01:00:16
harga tiket,ID,Indonesia,Indonesian,,false,false,false,true,true,false,"Top ads, Video preview",5400,61,0.01,1,0,20,,https://www.airasia.com/flights/id/id/,2026-04-26 13:52:50
airasia reprint boarding pass,MY,Malaysia,English,AirAsia (Organization),true,false,true,true,false,false,People also ask,50,57,0.01,1,0,2,,https://www.airasia.com/check-in/v2/boardingpass/en/gb,2026-04-26 03:15:41
澳洲 機票,HK,Hong Kong,Chinese,Australia (Location),false,false,false,true,true,false,"Thumbnail, People also ask",200,0,0.11,1,0,21,,https://www.airasia.com/flights/zh/tw/australia,2026-03-03 15:31:20
kuala lumpur to sydney flight duration,MY,Malaysia,English,,false,false,false,true,false,false,People also ask,30,0,0.07,1,0,11,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-sydney-syd/,2026-04-18 02:26:49
flight kul to dubai,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,30,0,0.16,1,0,11,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-dubai-dxb/,2026-04-13 11:58:03
brunei to manila ticket price,BN,Brunei Darussalam,English,,false,false,false,true,true,false,People also ask,30,0,0.03,1,0,11,,https://www.airasia.com/flights/from-brunei-bwn-to-manila-mnl/,2026-04-09 20:54:22
flight from kuala lumpur to japan,MY,Malaysia,English,"Kuala Lumpur (Location), Japan (Location)",false,true,false,true,true,true,"Top ads, Thumbnail, People also ask, Bottom ads, Paid sitelinks",30,1,,1,0,11,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-tokyo-hnd/,2026-04-18 04:08:28
delhi to bali flight,SG,Singapore,English,,false,true,false,true,true,true,People also ask,30,0,0.05,1,0,11,,https://www.airasia.com/flights/from-new-delhi-del-to-bali-dps/,2026-04-06 19:16:54
flights from puerto princesa to manila,PH,Philippines,English,"Puerto Princesa (Location), Manila (Location)",false,true,false,true,true,true,People also ask,30,0,0.07,1,0,11,,https://www.airasia.com/flights/from-puerto-princesa-pps-to-manila-mnl/,2026-04-06 23:24:55
harga tiket surabaya singapura,ID,Indonesia,Indonesian,"Surabaya (Location), Singapore (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail, Bottom ads",30,0,0.02,1,1,11,,https://www.airasia.com/flights/id/id/from-surabaya-sub-to-singapore-sin/,2026-04-05 09:30:05
perth to manila,NZ,New Zealand,English,"Perth (Location), Manila (Location)",false,true,false,true,true,false,"People also ask, Bottom ads",30,0,0.17,1,0,11,,https://www.airasia.com/flights/from-perth-per-to-manila-mnl/,2026-04-11 05:40:38
tehran to sydney,AU,Australia,English,,false,false,false,true,true,false,People also ask,30,0,0.20,1,0,11,,https://www.airasia.com/flights/from-tehran-ika-to-sydney-syd/,2026-04-14 20:42:29
ตั๋วเครื่องบินไปเวียดนามราคาถูก,TH,Thailand,Thai,Vietnam (Location),false,false,false,true,true,true,"AI Overview, Thumbnail, People also ask",30,27,0.05,1,0,12,,https://www.airasia.com/flights/th/th/vietnam/,2026-04-21 15:49:22
tiket semarang makassar,ID,Indonesia,Indonesian,"Semarang (Location), Makassar (Location)",false,true,false,true,true,true,"AI Overview, People also ask",30,0,0.02,1,0,12,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-makassar-upg/,2026-04-09 05:50:32
how much ticket manila to dubai,PH,Philippines,English,,false,false,false,true,true,false,People also ask,20,55,0.02,1,0,10,,https://www.airasia.com/flights/from-manila-mnl-to-dubai-dxb/,2026-03-29 03:26:08
harga tiket pesawat bali waingapu,ID,Indonesia,Indonesian,"Bali (Location), Waingapu (Location)",false,true,false,true,true,false,People also ask,20,0,0.01,1,0,10,,https://www.airasia.com/flights/id/id/from-bali-dps-to-waingapu-wgp,2026-03-26 00:57:28
flights melbourne to lombok,AU,Australia,English,,false,true,false,true,true,true,People also ask,30,0,,1,0,11,,https://www.airasia.com/flights/from-melbourne-avv-to-lombok-lop/,2026-04-09 12:03:52
harga tiket jogja lombok,ID,Indonesia,Indonesian,"Yogyakarta (Location), Lombok (Location)",false,true,false,true,true,false,"AI Overview, People also ask",20,0,0.02,1,0,11,,https://www.airasia.com/flights/id/id/from-yogyakarta-kulon-progo-yia-to-lombok-lop/,2026-04-08 21:31:13
หาดใหญ่ อู่ตะเภา บินตรง,TH,Thailand,Thai,"Hat Yai (Location), U-Tapao (Location)",false,true,false,true,false,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",20,0,0.04,1,0,10,,https://www.airasia.com/flights/th/th/from-hat-yai-hdy-to-pattaya-utp/,2026-04-21 16:58:53
perth to penang flight time,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",20,0,,1,0,11,,https://www.airasia.com/flights/from-perth-per-to-penang-pen/,2026-04-10 07:07:36
popular japanese festivals,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Video preview, Thumbnail, People also ask, Sitelinks",20,11,,1,0,10,,https://www.airasia.com/blog/japan/popular-japanese-festivals/,2026-03-31 12:14:41
tiket pesawat semarang bali murah,ID,Indonesia,Indonesian,"Semarang (Location), Bali (Location)",false,true,false,true,true,true,People also ask,30,0,0.02,1,0,11,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-bali-dps/,2026-04-11 15:04:32
perth to phuket,NZ,New Zealand,English,"Perth (Location), Phuket (Location)",false,true,false,true,true,true,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",30,0,,1,2,11,,https://www.airasia.com/flights/from-perth-per-to-phuket-hkt/,2026-04-12 15:00:02
harga tiket pesawat palembang malaysia,ID,Indonesia,Indonesian,"Palembang (Location), Malaysia (Location)",false,true,false,true,true,false,People also ask,30,0,0.03,1,0,11,,https://www.airasia.com/flights/id/id/from-palembang-plm-to-kuala-lumpur-kul/,2026-04-23 18:31:36
manila coron flights,US,United States,English,"Manila (Location), Coron (Location)",false,true,false,true,true,false,People also ask,20,0,0.16,1,0,10,,https://www.airasia.com/flights/from-manila-mnl-to-coron-usu/,2026-04-21 00:39:27
ตั๋ว เครื่องบิน หาดใหญ่ ภูเก็ต,TH,Thailand,Thai,"Hat Yai (Location), Phuket (Location)",false,true,false,true,true,true,,20,0,0.04,1,0,10,,https://www.airasia.com/flights/th/th/from-hatyai-hdy-to-phuket-hkt/,2026-04-12 09:26:48
melihat penerbangan pesawat,ID,Indonesia,Indonesian,,false,false,false,true,false,false,Video preview,20,3,0.01,1,0,10,,https://www.airasia.com/flightstatus/id/id,2026-04-06 05:15:18
tiket pesawat medan manado,ID,Indonesia,Indonesian,"Medan (Location), Manado (Location)",false,true,false,true,true,true,People also ask,20,0,0.01,1,0,10,,https://www.airasia.com/flights/id/id/from-medan-kualanamu-kno-to-manado-mdc/,2026-04-14 06:44:02
malaysia ride hailing,MY,Malaysia,English,Malaysia (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",20,30,,1,0,1,AI Overview,https://www.airasia.com/ride/,2026-04-23 06:49:53
ราคาตั๋วเครื่องบินไปพิษณุโลก,TH,Thailand,Thai,Phitsanulok (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.06,1,0,11,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-phitsanulok-phs/,2026-04-19 18:07:17
japanese festivals,TH,Thailand,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",20,12,,1,0,1,AI Overview,https://www.airasia.com/blog/japan/popular-japanese-festivals/,2026-03-30 02:32:25
барселона прага,ES,Spain,Russian,"Barcelona (Location), Prague (Location)",false,true,false,true,true,true,"Sitelinks, People also ask, Bottom ads",20,0,0.17,1,0,10,,https://www.airasia.com/flights/ru/ru/from-barcelona-bcn-to-prague-prg/,2026-04-21 04:05:12
harga tiket pesawat pontianak batam,ID,Indonesia,Indonesian,"Pontianak (Location), Batam (Location)",false,true,false,true,true,false,People also ask,20,0,0.02,1,0,10,,https://www.airasia.com/flights/id/id/from-pontianak-pnk-to-batam-bth/,2026-04-15 02:43:49
philippines to jeddah,PH,Philippines,English,"Philippines (Location), Jeddah (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, Top ads, People also ask, Bottom ads, Paid sitelinks",20,0,,1,0,11,,https://www.airasia.com/flights/from-manila-mnl-to-jeddah-jed/,2026-04-26 14:43:36
sub dps flight,ID,Indonesia,English,"Surabaya (Location), Denpasar (Location)",false,false,false,true,true,true,Thumbnail,20,0,0.07,1,0,10,,https://www.airasia.com/flights/from-surabaya-sub-to-bali-dps/,2026-04-12 14:19:54
available flights,PH,Philippines,English,,false,false,false,false,true,true,"AI Overview, Thumbnail, People also ask, Bottom ads",20,55,0.04,1,0,11,,https://www.airasia.com/flights/philippines/,2026-04-10 18:38:28
gold coast to vietnam flights,AU,Australia,English,"Gold Coast (Location), Vietnam (Location)",false,true,false,true,true,false,"AI Overview, People also ask",20,0,0.18,1,0,11,,https://www.airasia.com/flights/from-gold-coast-ool-to-ho-chi-minh-city-sgn,2026-04-02 20:59:27
เที่ยวบินดอนเมือง พิษณุโลก,TH,Thailand,Thai,"Don Mueang (Location), Phitsanulok (Location)",false,true,false,true,true,true,People also ask,20,0,0.05,1,0,10,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-phitsanulok-phs/,2026-04-07 15:05:10
jameson whiskey malaysia duty free price,MY,Malaysia,English,"Jameson Whiskey (Product), Malaysia (Location)",true,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",20,10,,1,0,11,,https://www.airasia.com/dutyfree,2026-04-24 04:08:48
