Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
sg to jp flight,SG,Singapore,English,,false,false,false,true,true,true,,0,0,0.06,1,0,1,,https://www.singaporeair.com/en-sg/flights-to-japan,2026-03-25 20:50:02
cochin to singapore,SG,Singapore,English,"Cochin (Location), Singapore (Location)",false,true,false,true,true,false,,0,0,0.05,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-kochi-to-singapore,2026-04-22 09:53:13
vancouver flight,SG,Singapore,English,Vancouver (Location),false,true,false,true,true,false,People also ask,0,0,0.06,1,0,1,,https://www.singaporeair.com/en-sg/flights-to-vancouver,2026-04-04 15:09:02
flights brisbane to delhi,BR,Brazil,English,"Brisbane (Location), Delhi (Location)",false,true,false,true,true,true,,0,0,,1,0,1,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-delhi,2026-04-21 01:18:04
items not allowed in check-in baggage,SG,Singapore,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",0,13,,1,0,1,AI Overview,https://www.singaporeair.com/en_UK/sg/travel-info/baggage/baggage-restrictions/,2026-04-24 05:42:02
cebu to singapore ticket,PH,Philippines,English,,false,true,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-ph/flights-from-cebu-to-singapore,2026-04-11 12:40:48
singapore flights from perth,US,United States,English,Perth (Location),false,true,false,true,true,true,People also ask,0,0,0.29,1,0,1,,https://www.singaporeair.com/en-au/flights-from-perth-to-singapore,2026-04-13 04:20:02
flights from dublin to singapore,BR,Brazil,English,"Dublin (Location), Singapore (Location)",false,true,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-ie/flights-from-dublin-to-singapore,2026-04-19 22:34:06
flights from cape town to singapore,US,United States,English,"Cape Town (Location), Singapore (Location)",false,true,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-za/flights-from-cape-town-to-singapore,2026-04-01 03:47:27
singapore to cairo,BR,Brazil,English,"Singapore (Location), Cairo (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-to-cairo,2026-04-15 03:05:28
flights from sydney to trichy,AU,Australia,English,"Sydney (Location), Trichy (Location)",false,true,false,true,true,true,Sitelinks,0,0,0.19,1,0,1,,https://www.singaporeair.com/en-au/flights-from-sydney-to-tiruchirappalli,2026-04-25 04:05:16
flights new zealand,PH,Philippines,English,New Zealand (Location),false,false,false,true,true,false,People also ask,0,0,0.06,1,0,1,,https://www.singaporeair.com/en-ph/flights-from-manila-to-new-zealand,2026-03-28 01:19:55
flights from ahmedabad to brisbane,US,United States,English,"Ahmedabad (Location), Brisbane (Location)",false,true,false,true,true,true,,0,0,,1,0,1,,https://www.singaporeair.com/en-in/flights-from-ahmedabad-to-brisbane,2026-03-30 18:43:26
singapore stopover,RU,Russian Federation,English,Singapore (Location),false,true,false,true,false,false,"People also ask, Thumbnail",0,0,,1,0,1,,https://www.singaporeair.com/en_UK/ch/plan-travel/privileges/singapore-stopover/,2026-04-24 13:14:09
flight perth to istanbul,AU,Australia,English,,false,false,false,true,true,false,People also ask,0,0,0.22,1,0,1,,https://www.singaporeair.com/en-au/flights-from-perth-to-istanbul,2026-03-27 21:06:52
singapore to siem reap flight schedule,SG,Singapore,English,,false,true,false,true,false,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-siem-reap,2026-04-12 10:37:32
flights singapore to milan,BR,Brazil,English,,false,false,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-milan,2026-04-14 16:16:32
edinburgh singapore flights,GB,United Kingdom,English,"Edinburgh (Location), Singapore (Location)",false,true,false,true,true,false,People also ask,0,0,0.21,1,0,1,,https://www.singaporeair.com/en-gb/flights-from-edinburgh-to-singapore,2026-03-27 04:48:39
adelaide to coimbatore,AU,Australia,English,,false,false,false,true,true,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-au/flights-from-adelaide-to-coimbatore,2026-04-15 12:29:05
plane tickets to bali,SG,Singapore,English,Bali (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask",0,0,0.07,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-denpasar-bali,2026-04-06 17:23:52
melbourne to milan business class,AU,Australia,English,,false,false,false,true,true,true,"Bottom ads, Paid sitelinks",0,0,0.42,1,0,1,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-milan,2026-04-19 19:08:55
singapore zurich,US,United States,English,"Singapore (Location), Zurich (Location)",false,true,false,true,true,true,"People also ask, Thumbnail",0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-zurich,2026-04-11 13:45:39
flights to danang vietnam,SG,Singapore,English,"Da Nang (Location), Vietnam (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",0,0,0.11,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-da-nang,2026-03-26 20:04:28
singapore to bali flights,RU,Russian Federation,English,,false,true,false,true,true,true,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-denpasar-bali,2026-04-17 16:01:27
penang to adelaide,AU,Australia,English,,false,false,false,true,true,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-my/flights-from-penang-to-adelaide,2026-03-28 08:24:15
singapore to boston,BR,Brazil,English,"Singapore (Location), Boston (Location)",false,true,false,true,true,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-boston,2026-04-12 10:48:42
singapore to milan,BR,Brazil,English,"Singapore (Location), Milan (Location)",false,true,false,true,true,false,People also ask,0,0,,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-milan,2026-03-30 22:06:14
flights to phuket thailand,SG,Singapore,English,Phuket (Location),false,true,false,true,true,true,People also ask,0,0,0.15,1,0,1,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-phuket,2026-04-07 18:44:45
croatia flights,SG,Singapore,English,Croatia (Location),false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",0,0,0.08,1,0,1,,https://www.singaporeair.com/en-sg/flights-to-croatia,2026-04-18 15:09:28
flights sydney to rome business class,AU,Australia,English,,false,false,false,false,true,true,"People also ask, Bottom ads, Paid sitelinks",0,0,,1,0,1,,https://www.singaporeair.com/en-au/flights-from-sydney-to-rome,2026-04-18 02:19:28
biaya penerbangan indonesia ke india,ID,Indonesia,Indonesian,,false,false,false,true,true,false,People also ask,60,0,0.01,1,0,10,,https://www.singaporeair.com/id-id/penerbangan-dari-jakarta-ke-delhi,2026-03-29 02:23:47
van amsterdam naar bangkok,NL,Netherlands,Dutch,,false,false,false,true,false,false,"People also ask, Sitelinks",60,0,0.18,1,0,10,,https://www.singaporeair.com/nl-nl/vluchten-vanaf-amsterdam-naar-bangkok,2026-04-19 16:05:52
what medicines are not allowed in singapore,GB,United Kingdom,English,Singapore (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",60,8,,1,0,11,,https://www.singaporeair.com/en_UK/sg/travel-info/special-assistance/medical-information/,2026-04-09 21:03:49
cambodia flight time from uk,GB,United Kingdom,English,"Cambodia (Location), United Kingdom (Location)",false,false,false,true,false,false,People also ask,60,0,,1,0,10,,https://www.singaporeair.com/en-gb/flights-from-london-to-cambodia,2026-04-10 21:55:03
syd to guangzhou flight,AU,Australia,English,,false,false,false,true,true,false,People also ask,60,0,,1,0,10,,https://www.singaporeair.com/en-au/flights-from-sydney-to-guangzhou,2026-04-04 03:53:28
cape town to brazil,ZA,South Africa,English,"Cape Town (Location), Brazil (Location)",false,true,false,true,true,false,People also ask,60,0,0.05,1,0,10,,https://www.singaporeair.com/en-za/flights-from-cape-town-to-brazil,2026-03-31 02:14:19
perth to athens flight time,AU,Australia,English,,false,false,false,true,false,false,"People also ask, Thumbnail",60,0,0.18,1,0,10,,https://www.singaporeair.com/en-au/flights-from-perth-to-athens,2026-04-23 08:01:53
perth to la flight time,AU,Australia,English,,false,false,false,true,false,false,People also ask,60,0,0.38,1,0,10,,https://www.singaporeair.com/en-au/flights-from-perth-to-los-angeles,2026-04-04 12:34:43
flights bali from melbourne,AU,Australia,English,"Bali (Location), Melbourne (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask",60,0,0.25,1,0,10,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-denpasar-bali,2026-04-12 09:25:04
malacca to singapore,AU,Australia,English,"Malacca (Location), Singapore (Location)",false,true,false,true,false,false,People also ask,60,0,0.09,1,0,10,,https://www.singaporeair.com/en-my/flights-from-malacca-to-singapore,2026-04-12 20:00:17
pesawat vietnam,ID,Indonesia,Indonesian,Vietnam (Location),false,false,false,true,true,false,People also ask,60,0,0.03,1,0,10,,https://www.singaporeair.com/id-id/penerbangan-dari-jakarta-ke-vietnam,2026-04-01 23:01:54
singapore to hong kong,CA,Canada,English,,false,false,false,true,true,false,"People also ask, Top stories, Thumbnail",90,0,0.21,1,0,4,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-hong-kong-sar,2026-03-30 18:43:07
singaporw,IN,India,English,Singapore (Location),false,true,false,true,false,false,"People also ask, Knowledge panel, Thumbnail, Video preview",100,89,0.05,1,0,4,,https://www.singaporeair.com/en_UK/in/home,2026-04-14 07:02:08
miles calculator,PL,Poland,English,,false,false,false,true,false,false,Knowledge card,20,62,,1,0,4,,https://www.singaporeair.com/krisflyer/miles/miles-calculator,2026-04-10 07:57:51
chennai to jakarta,IN,India,English,,false,false,false,true,true,false,"People also ask, AI Overview",70,0,0.02,1,0,5,,https://www.singaporeair.com/en-in/flights-from-chennai-to-jakarta,2026-04-20 10:07:29
frankfurt - new york,DE,Germany,English,"Frankfurt (Location), New York (Location)",false,true,false,true,true,true,"People also ask, Sitelinks",20,0,,1,0,4,,https://www.singaporeair.com/de-de/fluge-ab-frankfurt-nach-new-york-1,2026-04-20 15:49:13
vol singapour koh samui,FR,France,French,"Singapore (Location), Koh Samui (Location)",false,true,false,true,true,false,"People also ask, Sitelinks",30,0,,1,0,4,,https://www.singaporeair.com/fr-fr/vols-pour-ko-samui,2026-04-13 17:37:17
機票取消,TW,Taiwan,Chinese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",350,2,,1,0,18,,https://www.singaporeair.com/zh_TW/hk/travel-info/charges-changes/cancellations-refunds/,2026-03-05 22:22:35
singapore to laos,AU,Australia,English,"Singapore (Location), Laos (Location)",false,true,false,true,true,false,People also ask,10,0,,1,0,2,,https://www.singaporeair.com/en-sg/flights-from-singapore-to-laos,2026-03-29 04:42:27
australia to london flights,US,United States,English,,false,false,false,true,true,false,People also ask,50,0,1.87,1,0,10,,https://www.singaporeair.com/en-au/flights-from-sydney-to-london,2026-04-13 18:57:52
melbourne to hong kong,US,United States,English,,false,false,false,true,true,false,People also ask,50,0,0.28,1,0,9,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-hong-kong-sar,2026-04-11 15:26:15
japan to myanmar flight price,JP,Japan,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",50,0,,1,0,10,,https://www.singaporeair.com/en-jp/flights-from-tokyo-to-yangon,2026-03-28 17:52:16
tokyo flights from nyc,US,United States,English,New York City (Location),false,true,false,true,true,false,People also ask,50,0,,1,0,9,,https://www.singaporeair.com/en-us/flights-from-new-york-to-tokyo,2026-04-07 00:49:46
flights to sweden from nz,NZ,New Zealand,English,"Sweden (Location), New Zealand (Location)",false,true,false,true,true,true,"AI Overview, People also ask",50,0,0.10,1,0,10,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-sweden,2026-04-26 18:52:42
flight to cambodia from kuala lumpur,MY,Malaysia,English,"Cambodia (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,50,0,0.09,1,0,9,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-cambodia,2026-04-11 08:25:53
nz to spain,NZ,New Zealand,English,,false,false,false,true,true,false,"Top ads, People also ask, Thumbnail, Bottom ads, Paid sitelinks",50,0,0.06,1,0,9,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-spain,2026-04-04 05:08:03
ticket to india,MY,Malaysia,English,India (Location),false,false,false,true,true,true,,50,0,0.05,1,0,9,,https://www.singaporeair.com/en-my/flights-to-india,2026-04-20 09:55:46
札幌からオーストラリア,JP,Japan,Japanese,"Sapporo (Location), Australia (Location)",false,true,false,true,true,false,"Thumbnail, People also ask",50,0,0.07,1,0,9,,https://www.singaporeair.com/ja-jp/%E6%9C%AD%E5%B9%8C%E3%81%8B%E3%82%89%E3%82%AA%E3%83%BC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%AA%E3%82%A2%E3%81%B8%E3%81%AE%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88,2026-04-23 19:08:43
cheap flights from london to auckland,US,United States,English,"London (Location), Auckland (Location)",false,true,false,true,true,true,People also ask,50,0,,1,0,9,,https://www.singaporeair.com/en-gb/flights-from-london-to-auckland,2026-04-11 04:43:36
perth to taiwan flight time,AU,Australia,English,"Perth (Location), Taiwan (Location)",false,true,false,true,false,false,People also ask,50,0,0.15,1,0,9,,https://www.singaporeair.com/en-au/flights-from-perth-to-taipei,2026-04-21 21:02:36
how many weeks pregnant can you fly,IE,Ireland,English,,false,false,false,true,false,false,"AI Overview, People also ask, Discussions and forums",50,9,,1,0,10,,https://www.singaporeair.com/en_UK/sg/travel-info/special-assistance/expectant-women/,2026-04-24 09:48:02
dubai to cebu flights,US,United States,English,,false,false,false,true,true,false,People also ask,50,0,,1,0,9,,https://www.singaporeair.com/en-ae/flights-from-dubai-to-cebu,2026-04-16 23:19:53
flights to bali,KR,South Korea,English,Bali (Location),false,true,false,true,true,true,"People also ask, Thumbnail",50,0,0.09,1,0,9,,https://www.singaporeair.com/en-kr/flights-from-seoul-to-denpasar-bali,2026-03-25 07:20:40
kuala lumpur to melbourne,US,United States,English,,false,false,false,true,true,false,"People also ask, Video preview",50,0,,1,0,9,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-melbourne,2026-04-04 12:59:14
check flight terminal,SG,Singapore,English,,false,false,false,true,false,false,People also ask,20,30,0.19,1,0,4,,https://www.singaporeair.com/flight-status,2026-04-04 22:42:05
flight attendant application,ZA,South Africa,English,,false,false,false,true,false,true,"AI Overview, Video preview, Thumbnail, People also ask",200,45,0.05,1,0,17,,https://www.singaporeair.com/en_UK/us/careers/cabin-crew-career/,2026-03-05 20:51:08
flight from mumbai to new york,IN,India,English,"Mumbai (Location), New York (Location)",false,true,false,true,true,true,People also ask,90,0,0.04,1,0,9,,https://www.singaporeair.com/en-in/flights-from-mumbai-to-new-york,2026-04-08 14:48:02
sq bom sin,IN,India,English,SQ BOM SIN (Event),false,false,false,true,false,false,Sitelinks,0,0,,1,0,1,,https://www.singaporeair.com/en-in/flights-from-mumbai-to-singapore,2026-04-05 00:06:17
sq025 frankfurt singapore sitzplan,DE,Germany,German,"SQ025 (Event), Frankfurt (Location), Singapore (Location)",false,true,false,true,false,false,"People also ask, Sitelinks",10,0,,1,0,2,,https://www.singaporeair.com/de_DE/de/flying-withus/our-story/our-fleet/airbus-a380-800/,2026-04-20 14:45:53
melbourne to bangkok flight time,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, People also ask, Thumbnail",700,0,0.14,1,0,16,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-bangkok,2026-04-14 09:05:32
flughafen singapur abflug,DE,Germany,German,Singapore Changi Airport (Location),false,false,false,true,false,false,"Thumbnail, People also ask, Sitelinks, Video preview",500,0,0.01,1,0,6,,https://www.singaporeair.com/de_DE/de/flying-withus/before-the-flight/changi-airport/,2026-04-22 21:08:35
hyderabad to philippines,IN,India,English,"Hyderabad (Location), Philippines (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",50,0,0.03,1,0,1,AI Overview,https://www.singaporeair.com/en-in/flights-from-hyderabad-1-to-philippines,2026-04-10 18:37:28
flights to bangalore from sfo,US,United States,English,"Bangalore (Location), San Francisco International Airport (Location)",false,true,false,true,true,true,People also ask,30,0,0.57,1,0,7,,https://www.singaporeair.com/en-us/flights-from-san-francisco-to-bengaluru,2026-04-18 09:13:45
vol lyon suede,FR,France,French,Lyon (Location),false,true,false,true,true,true,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",60,0,0.08,1,0,7,,https://www.singaporeair.com/fr-fr/vols-de-lyon-a-su%C3%A8de,2026-04-28 11:15:29
flight ticket to korea from malaysia price,MY,Malaysia,English,Korea (Location),false,false,false,true,true,false,People also ask,30,0,0.06,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-seoul,2026-04-07 03:41:27
flight to johannesburg,NZ,New Zealand,English,Johannesburg (Location),false,false,false,false,true,true,People also ask,30,0,0.20,1,0,7,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-johannesburg,2026-03-26 08:25:39
flight kul to dubai,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,30,0,0.16,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-dubai,2026-04-13 11:58:03
flights dubai to hong kong,US,United States,English,,false,false,false,true,true,true,People also ask,30,0,0.18,1,0,7,,https://www.singaporeair.com/en-ae/flights-from-dubai-to-hong-kong-sar,2026-04-07 18:55:51
air tickets,ID,Indonesia,English,,false,false,false,false,true,true,,30,61,0.08,1,0,7,,https://www.singaporeair.com/in_ID/id/home,2026-04-02 17:01:28
bali to melbourne,US,United States,English,"Bali (Location), Melbourne (Location)",false,true,false,true,true,false,People also ask,30,0,,1,0,7,,https://www.singaporeair.com/en-id/flights-from-denpasar-bali-to-melbourne,2026-03-30 09:17:38
ewr to bkk flights,US,United States,English,EWR to BKK (Event),false,false,false,true,true,true,"Thumbnail, People also ask",30,0,,1,0,7,,https://www.singaporeair.com/en-us/flights-from-new-york-newark-to-bangkok,2026-03-28 19:24:03
flights from sydney to bangkok,US,United States,English,"Sydney (Location), Bangkok (Location)",false,true,false,true,true,true,People also ask,30,0,0.45,1,0,7,,https://www.singaporeair.com/en-au/flights-from-sydney-to-bangkok,2026-04-14 18:04:02
melbourne to kathmandu flight time,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",30,0,,1,0,8,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-kathmandu,2026-04-21 13:20:27
flights from new zealand to japan,US,United States,English,"New Zealand (Location), Japan (Location)",false,false,false,true,true,true,"Top ads, People also ask",30,0,0.12,1,0,7,,https://www.singaporeair.com/en-nz/flights-from-auckland-to-japan,2026-03-29 11:46:16
bne to incheon,AU,Australia,English,"BNE (Location), Incheon (Location)",false,true,false,true,true,false,,30,0,,1,0,7,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-seoul,2026-04-02 04:25:27
vuelos barcelona denpasar,ES,Spain,Spanish,"Barcelona (Location), Denpasar (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, Sitelinks, People also ask",30,0,0.15,1,0,7,,https://www.singaporeair.com/es-es/vuelos-desde-barcelona-a-denpasar-bali,2026-03-27 18:39:25
flights brisbane to london,US,United States,English,,false,false,false,true,true,true,People also ask,30,0,0.14,1,0,7,,https://www.singaporeair.com/en-au/flights-from-brisbane-to-london,2026-04-02 23:08:27
manila to new zealand,NZ,New Zealand,English,"Manila (Location), New Zealand (Location)",false,true,false,true,true,false,People also ask,30,0,0.14,1,0,7,,https://www.singaporeair.com/en-ph/flights-from-manila-to-new-zealand,2026-03-28 23:20:33
heb je visum nodig voor singapore,NL,Netherlands,Dutch,Singapore (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",30,0,,1,0,8,,https://www.singaporeair.com/nl_NL/nl/travel-info/visas-immigration/requirements/,2026-04-10 08:37:43
cheap flights to china from melbourne,AU,Australia,English,"China (Location), Melbourne (Location)",false,true,false,true,true,true,People also ask,30,0,,1,0,7,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-china,2026-04-08 23:15:46
delhi jakarta flight,IN,India,English,,false,false,false,true,true,false,"Top ads, People also ask",30,0,,1,0,7,,https://www.singaporeair.com/en-in/flights-from-delhi-to-jakarta,2026-04-23 12:39:29
hyd to hong kong flights,IN,India,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail",30,0,0.02,1,0,7,,https://www.singaporeair.com/en-in/flights-from-hyderabad-1-to-hong-kong-sar,2026-04-15 16:47:27
cheap flights melbourne to rome,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Thumbnail",30,0,0.37,1,0,7,,https://www.singaporeair.com/en-au/flights-from-melbourne-to-rome,2026-04-19 20:08:05
how to go to maldives from malaysia,MY,Malaysia,English,Maldives (Location),false,false,false,true,false,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",30,0,0.08,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-maldives,2026-04-10 12:35:35
flight to rome from kuala lumpur,MY,Malaysia,English,"Rome (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,30,0,0.15,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-rome,2026-04-13 09:38:20
new york to adelaide,AU,Australia,English,"New York (Location), Adelaide (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",30,0,,1,0,7,,https://www.singaporeair.com/en-sg/flights-from-new-york-to-adelaide,2026-03-27 18:24:14
billigflüge frankfurt bangkok,DE,Germany,German,"Frankfurt (Location), Bangkok (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, Sitelinks",30,0,0.16,1,0,7,,https://www.singaporeair.com/de-de/fluge-ab-frankfurt-nach-bangkok,2026-04-22 08:14:06
flights south africa to perth,AU,Australia,English,"South Africa (Location), Perth (Location)",false,true,false,true,true,true,"AI Overview, People also ask",30,0,0.21,1,0,8,,https://www.singaporeair.com/en-za/flights-from-johannesburg-to-perth,2026-04-23 06:50:28
singapore to taiwan,CA,Canada,English,"Singapore (Location), Taiwan (Location)",false,true,false,true,true,true,People also ask,30,0,,1,0,7,,https://www.singaporeair.com/en-sg/flights-to-taiwan-china,2026-04-24 09:07:40
sin to lhr,MY,Malaysia,English,,false,false,false,true,true,false,Bottom ads,30,0,,1,1,7,,https://www.singaporeair.com/en-sg/flights-to-london,2026-04-02 00:43:28
tiket pesawat jakarta korea murah,ID,Indonesia,Indonesian,"Jakarta (Location), Korea (Location)",false,true,false,true,true,true,People also ask,30,0,0.04,1,0,7,,https://www.singaporeair.com/id-id/penerbangan-dari-jakarta-ke-seoul,2026-03-28 02:05:26
singapore wifi,PH,Philippines,English,Singapore (Location),false,true,false,true,true,false,"AI Overview, Video preview, Thumbnail, People also ask",30,9,0.06,1,0,8,,https://www.singaporeair.com/en_UK/sg/faq/onboard-experience/wi-fi/,2026-04-05 19:42:15
flights to bali from gatwick,GB,United Kingdom,English,"Bali (Location), Gatwick (Location)",false,true,false,true,true,true,"Top ads, People also ask",30,0,0.15,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-london-to-denpasar-bali,2026-03-27 12:15:28
singapore airport early check in,SG,Singapore,English,Singapore Changi Airport (Location),false,true,false,true,false,false,"Sitelinks, People also ask, Video preview",30,1,,1,0,7,,https://www.singaporeair.com/en_UK/sg/travel-info/check-in/airport-check-in/,2026-04-19 07:43:01
flights to sri lanka from birmingham,GB,United Kingdom,English,"Sri Lanka (Location), Birmingham (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",40,0,,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-birmingham-to-sri-lanka,2026-04-08 23:29:21
tiket pesawat jakarta jepang,JP,Japan,Indonesian,"Jakarta (Location), Japan (Location)",false,true,false,true,true,true,People also ask,30,0,0.04,1,0,7,,https://www.singaporeair.com/id-id/penerbangan-dari-jakarta-ke-japan,2026-04-11 08:39:41
flights new york to bali,US,United States,English,"New York (Location), Bali (Location)",false,true,false,true,true,true,People also ask,30,0,0.23,1,0,7,,https://www.singaporeair.com/en-us/flights-from-new-york-to-denpasar-bali,2026-04-25 11:48:41
air ticket prices from sri lanka to romania,LK,Sri Lanka,English,"Sri Lanka (Location), Romania (Location)",false,false,false,true,true,false,People also ask,30,0,0.02,1,0,7,,https://www.singaporeair.com/en-lk/flights-from-colombo-to-romania,2026-04-11 15:50:47
flight to shenzhen from kuala lumpur,MY,Malaysia,English,"Shenzhen (Location), Kuala Lumpur (Location)",false,true,false,true,true,true,People also ask,30,0,,1,0,7,,https://www.singaporeair.com/en-my/flights-from-kuala-lumpur-to-shenzhen,2026-04-06 21:46:25
bali air ticket price from bangladesh,CA,Canada,English,"Bali (Location), Bangladesh (Location)",false,false,false,true,true,false,People also ask,30,0,,1,0,7,,https://www.singaporeair.com/en-bd/flights-from-dhaka-to-denpasar-bali,2026-03-29 03:22:43
樟宜機場 第三航廈,SG,Singapore,Chinese,"Changi Airport Terminal 3 (Location), Terminal 3 (Location)",false,false,false,true,false,false,"Knowledge panel, Sitelinks",30,0,0.65,1,0,7,,https://www.singaporeair.com/zh_TW/tw/flying-withus/before-the-flight/changi-airport/,2026-03-30 14:34:29
book flights to australia,GB,United Kingdom,English,Australia (Location),false,false,false,false,true,true,"Top ads, Thumbnail, Bottom ads, Paid sitelinks",30,2,0.28,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-london-to-australia,2026-04-12 14:13:23
newzealand flights,GB,United Kingdom,English,New Zealand (Location),false,false,false,true,true,false,"Top ads, Thumbnail, People also ask, Bottom ads, Paid sitelinks",30,0,0.29,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-london-to-new-zealand,2026-04-19 04:36:43
heathrow to manila cheap flights,GB,United Kingdom,English,"Heathrow (Location), Manila (Location)",false,true,false,true,true,true,,30,0,0.45,1,0,7,,https://www.singaporeair.com/en-gb/flights-from-london-to-manila,2026-04-22 13:27:53
philippines to spain flight,PH,Philippines,English,,false,false,false,true,true,false,"AI Overview, People also ask, Bottom ads",30,0,0.05,1,0,8,,https://www.singaporeair.com/en-ph/flights-from-manila-to-spain,2026-04-28 01:34:28
ticket to ho chi minh city,AU,Australia,English,Ho Chi Minh City (Location),false,true,false,false,true,true,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",20,0,,1,0,5,,https://www.singaporeair.com/en-au/flights-to-ho-chi-minh-city,2026-04-18 14:59:27
tiket pesawat surabaya korea selatan,ID,Indonesia,Indonesian,"Surabaya (Location), South Korea (Location)",false,true,false,true,true,true,"People also ask, AI Overview",20,0,0.01,1,0,6,,https://www.singaporeair.com/id-id/penerbangan-dari-surabaya-ke-seoul,2026-04-12 06:24:28
cheap flights sydney to dhaka,AU,Australia,English,Sydney to Dhaka (Event),false,false,false,true,true,true,"Top ads, Paid sitelinks",20,0,0.34,1,0,5,,https://www.singaporeair.com/en-au/flights-from-sydney-to-dhaka,2026-04-27 04:06:54
flights from bali to bangkok,AU,Australia,English,"Bali (Location), Bangkok (Location)",false,true,false,true,true,true,People also ask,20,0,,1,0,5,,https://www.singaporeair.com/en-id/flights-from-denpasar-bali-to-bangkok,2026-04-17 16:28:41
sydney to sri lanka,US,United States,English,"Sydney (Location), Sri Lanka (Location)",false,true,false,true,true,false,People also ask,20,0,,1,0,5,,https://www.singaporeair.com/en-au/flights-from-sydney-to-sri-lanka,2026-03-31 01:38:17
