Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
www.malaysia xxx.com,MY,Malaysia,,,false,false,true,false,false,false,People also ask,30,74,,4,0,3,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-26 22:43:47
malaysia airlines 737-800 business class,MY,Malaysia,English,"Malaysia Airlines (Organization), 737-800 (Product)",true,false,false,true,false,false,"Sitelinks, People also ask",30,0,,4,0,3,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/b737-800-ng.html,2026-04-04 14:00:27
terminal 1 klia,MY,Malaysia,English,KLIA Terminal 1 (Location),false,false,false,true,false,false,"Local pack, People also ask, Thumbnail",30,8,,4,0,4,,https://www.malaysiaairlines.com/au/en/travel-info/klia-terminal-1-passenger-journey.html,2026-04-08 22:55:11
malaysia to china,AU,Australia,English,,false,false,false,true,true,false,People also ask,30,0,,4,0,3,,https://www.malaysiaairlines.com/au/en/plan-trip/destinations/flights-to-china.html,2026-03-27 16:56:38
australia ticket,MY,Malaysia,English,Australia (Location),false,false,false,true,true,true,"Top ads, People also ask",30,0,0.04,4,0,4,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-30 14:58:31
mh e voucher,MY,Malaysia,English,MH e-Voucher (Product),true,false,false,true,true,false,"Top ads, People also ask, Bottom ads, Paid sitelinks",10,0,0.09,4,1,1,,https://www.malaysiaairlines.com/my/en/other-offerings/mh-e-voucher.html,2026-04-21 11:38:28
mh124 seat map,AU,Australia,English,MH124 (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks",10,1,,4,0,2,,https://www.malaysiaairlines.com/au/en/experience/our-fleet.html,2026-03-31 10:25:40
wifi on plane,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",10,0,0.15,4,0,2,,https://www.malaysiaairlines.com/my/en/experience/in-flight-offerings/wi-fi.html,2026-03-25 17:00:17
malaysia airlines malaysia to dhaka ticket price,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,,10,0,0.03,4,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-05 19:32:53
mh132 seat map,NZ,New Zealand,English,MH132 (Event),false,false,false,true,false,false,"People also ask, Sitelinks",10,0,,4,0,1,,https://www.malaysiaairlines.com/nz/en/experience/our-fleet/a330neo.html,2026-04-17 14:25:27
flight mh,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, People also ask, Thumbnail, Video preview, Sitelinks",10,54,,4,0,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-24 20:25:20
malaysian airlines customer care chennai,IN,India,English,"Malaysian Airlines (Organization), Chennai (Location)",true,true,false,true,false,false,Sitelinks,10,1,,4,0,1,,https://www.malaysiaairlines.com/in/en/askmh/contact-details.html,2026-03-30 02:52:56
malaysia airlines hand carry,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks",10,0,,4,0,1,AI Overview,https://www.malaysiaairlines.com/nz/en/travel-info/baggage/cabin-baggage.html,2026-04-26 05:53:56
stewardess in malaysia,MY,Malaysia,English,Malaysia (Location),false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",10,3,,4,0,2,,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-15 20:46:54
malasia airlines,CL,Chile,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Top ads, Sitelinks, People also ask",20,54,0.07,4,2,1,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-16 16:28:49
malaysia airlines flight,SA,Saudi Arabia,English,Malaysia Airlines (Organization),true,false,true,true,true,true,"Sitelinks, People also ask",10,22,0.23,4,0,1,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-14 03:09:09
kl to seoul flight,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,300,0,0.21,4,0,10,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-korea/flights-to-seoul.html,2026-03-17 02:08:51
malaysia airlines voucher code,US,United States,English,Malaysia Airlines (Organization),true,false,false,true,true,true,"AI Overview, Sitelinks",30,12,,4,0,5,,https://www.malaysiaairlines.com/my/en/cug/mastercard-exclusive.html,2026-03-30 16:02:18
golden lounge,AE,United Arab Emirates,English,Golden Lounge (Location),true,false,false,true,false,false,"Knowledge panel, People also ask",10,0,,4,0,1,,https://www.malaysiaairlines.com/hq/en/experience/lounge.html,2026-03-24 14:49:17
tambang mas,MY,Malaysia,Malay,,false,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, Top ads, Bottom ads, Paid sitelinks",10,0,0.02,4,1,2,,https://www.malaysiaairlines.com/my/ms/home.html,2026-04-18 11:16:02
pelayan kapal terbang,MY,Malaysia,Malay,,false,false,false,true,false,false,"AI Overview, Video preview, Sitelinks",400,0,,4,0,15,,https://www.malaysiaairlines.com/my/ms/about-us/join-us.html,2026-02-20 20:08:02
malaysian flight,GB,United Kingdom,English,,false,false,false,true,true,false,"People also ask, Thumbnail",40,36,0.16,4,0,4,,https://www.malaysiaairlines.com/uk/en/home.html,2026-04-20 18:36:05
mas airlines online booking,US,United States,English,Malaysia Airlines (Organization),true,false,false,false,true,true,"Sitelinks, People also ask, Top stories, Video preview, Thumbnail",10,22,0.32,4,0,1,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-25 18:46:14
flight malaysia airlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,true,,10,4,,4,0,1,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-24 23:56:03
kl international airport,MY,Malaysia,English,Kuala Lumpur International Airport (Location),false,true,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Top stories, Thumbnail",300,33,,4,0,9,,https://www.malaysiaairlines.com/my/en/travel-info/klia-terminal-1-passenger-journey.html,2026-03-26 02:04:01
malaysia airlines terminal in manila,PH,Philippines,English,"Malaysia Airlines (Organization), Manila (Location)",true,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",80,0,,4,0,8,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-philippines/flights-to-manila.html,2026-03-31 18:08:48
malaysia flight ticket,SG,Singapore,English,Malaysia (Location),false,false,false,true,true,true,People also ask,80,1,0.15,4,0,7,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-05 10:20:02
kuala lumpur to tokyo,AU,Australia,English,,false,false,false,true,true,false,People also ask,80,0,0.32,4,0,7,,https://www.malaysiaairlines.com/au/en/plan-trip/destinations/flights-to-japan/flights-to-tokyo.html,2026-04-08 00:22:51
tickets to malaysia,US,United States,English,Malaysia (Location),false,false,false,true,true,true,"People also ask, Sitelinks",80,3,0.13,4,0,7,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-30 13:32:57
book now pay later,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,50,13,0.47,4,0,5,,https://www.malaysiaairlines.com/content/dam/mas/pdf/Fly-Now-Pay-Later-Guide.pdf,2026-03-26 20:52:17
flight from malaysia to australia,MY,Malaysia,English,Australia (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Bottom ads",50,0,0.06,4,3,5,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-australia.html,2026-04-26 17:35:28
terminal kl,MY,Malaysia,English,KLIA (Location),false,true,false,true,false,false,"Local pack, People also ask, Thumbnail",30,0,,4,0,5,,https://www.malaysiaairlines.com/us/en/travel-info/klia-terminal-1-passenger-journey.html,2026-04-16 18:29:13
return flight ticket,MY,Malaysia,English,,false,false,false,true,true,true,"Top ads, Paid sitelinks, People also ask",30,57,0.06,4,1,4,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-23 14:31:02
malasya,BR,Brazil,Portuguese,Malaysia (Location),false,false,false,true,false,false,"Thumbnail, People also ask, Knowledge panel, Video preview",600,85,0.04,4,0,9,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-12 17:53:21
kl to london flight,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Video preview",450,0,0.30,4,0,12,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-united-kingdom/flights-to-london.html,2026-04-22 23:51:42
melbourne airport malaysia airlines,AU,Australia,English,"Malaysia Airlines (Organization), Melbourne Airport (Location)",true,true,false,true,false,false,"AI Overview, People also ask, Video preview",20,0,,4,0,4,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-15 01:13:30
contact number,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",350,51,0.06,4,0,7,,https://www.malaysiaairlines.com/my/en/askmh/contact-details.html,2026-04-22 23:07:15
kuala lumpur to new zealand,MY,Malaysia,English,"Kuala Lumpur (Location), New Zealand (Location)",false,true,false,true,true,false,"Top ads, AI Overview, People also ask, Thumbnail",250,0,0.10,4,34,8,,https://www.malaysiaairlines.com/nz/en/home.html,2026-04-26 05:44:31
malaysia airlines terminal changi,SG,Singapore,English,"Malaysia Airlines (Organization), Changi Airport (Location)",true,false,false,true,false,false,People also ask,90,0,,4,0,8,,https://www.malaysiaairlines.com/sg/en/travel-info/check-in.html,2026-04-05 06:31:40
flight from kl,MY,Malaysia,English,Kuala Lumpur (Location),false,true,false,true,true,false,Sitelinks,90,31,0.08,4,0,8,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-25 16:52:33
enrich benefits,MY,Malaysia,English,Enrich (Organization),true,false,false,true,false,false,"AI Overview, People also ask",40,2,,4,0,5,,https://www.malaysiaairlines.com/ph/en/mh-media-centre/news-releases/2025/enrich-refreshed-programme.html,2026-04-04 23:13:52
lounges in kuala lumpur airport,MY,Malaysia,English,Kuala Lumpur Airport (Location),false,true,false,true,false,false,"Local pack, People also ask",40,0,,4,0,5,,https://www.malaysiaairlines.com/my/en/experience/lounge.html,2026-03-24 16:06:04
things allowed in hand carry baggage,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",40,4,,4,0,5,,https://www.malaysiaairlines.com/nz/en/travel-info/baggage/cabin-baggage.html,2026-04-15 03:46:28
vietnam flights,MY,Malaysia,English,Vietnam (Location),false,false,false,true,true,false,People also ask,40,0,0.05,4,0,4,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-vietnam.html,2026-04-05 14:04:20
tiket flight ke alor setar,MY,Malaysia,Malay,Alor Setar (Location),false,true,false,false,true,true,,40,0,0.05,4,0,4,,https://www.malaysiaairlines.com/my/ms/plan-trip/destinations/flights-to-malaysia/flights-to-alor-setar.html,2026-04-05 19:01:32
kota kinabalu flight ticket,MY,Malaysia,English,Kota Kinabalu (Location),false,true,false,true,true,true,People also ask,70,1,0.10,4,0,7,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-kota-kinabalu.html,2026-03-27 21:23:17
马来西亚飞日本机票,MY,Malaysia,Chinese,,false,false,false,true,true,false,People also ask,70,0,0.02,4,0,7,,https://www.malaysiaairlines.com/tw/zh_tw/plan-trip/destinations/flights-to-japan.html,2026-04-05 02:13:30
plane tickets to malaysia,US,United States,English,Malaysia (Location),false,false,false,true,true,true,"People also ask, Sitelinks",70,2,0.18,4,0,7,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-08 12:35:02
plane ticket to malaysia,US,United States,English,Malaysia (Location),false,false,false,true,true,true,"People also ask, Sitelinks",70,3,0.25,4,0,7,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-29 11:28:04
malaysia to bali flight,IN,India,English,,false,false,false,true,true,false,"Top ads, AI Overview, Thumbnail, Video preview, People also ask, Bottom ads, Paid sitelinks",200,0,0.03,4,0,13,,https://www.malaysiaairlines.com/in/en/plan-trip/destinations/flights-to-indonesia/flights-to-denpasar-bali.html,2026-03-07 18:13:03
malaysia airlines business class price,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,,4,0,3,,https://www.malaysiaairlines.com/au/en/plan-trip/cabin-classes.html,2026-03-27 07:22:39
malaysia airlines lost baggage contact number,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"Featured snippet, People also ask, Sitelinks",20,0,,4,0,3,,https://www.malaysiaairlines.com/au/en/askmh/contact-details.html,2026-04-15 17:02:44
thailand entry requirements,AU,Australia,English,Thailand (Location),false,false,false,true,false,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads, Video preview",700,64,0.27,4,0,1,AI Overview,https://www.malaysiaairlines.com/hq/en/mh-media-centre/important-for-you/new-entry-requirementst-ravelling-to-thailand.html,2026-04-24 03:13:17
kapten izham ismail,MY,Malaysia,Malay,Datuk Captain Izham Ismail (Person),false,false,false,true,false,false,,60,0,,4,0,6,,"https://www.malaysiaairlines.com/id/en/about-us/leadership/senior-management/group-managing-director-izham-ismail.html?wcmmode=disabled,disabled,disabled,disabled,disabled",2026-04-06 19:30:18
flight to indonesia from malaysia,MY,Malaysia,English,"Indonesia (Location), Malaysia (Location)",false,false,false,true,true,false,People also ask,60,0,0.03,4,0,6,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-indonesia.html,2026-03-27 08:43:54
round trip flights,MY,Malaysia,English,,false,false,false,false,true,true,"AI Overview, People also ask",60,51,0.07,4,0,7,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-11 03:17:01
kul to bki flight schedule,MY,Malaysia,English,,false,false,false,true,false,false,"People also ask, Bottom ads",150,0,0.18,4,0,10,,https://www.malaysiaairlines.com/my/en/plan-trip/flight-schedule.html,2026-04-13 22:41:53
malaysia airlines alcohol,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",20,0,,4,0,5,,https://www.malaysiaairlines.com/au/en/travel-info/baggage/additional-restrictions.html,2026-03-27 19:41:37
klia departure hall map,MY,Malaysia,English,KLIA (Location),false,false,false,true,false,false,"People also ask, Thumbnail",80,1,0.04,4,0,4,,https://www.malaysiaairlines.com/au/en/travel-info/klia-terminal-1-passenger-journey.html,2026-03-30 03:15:17
kul to maldives flight,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,90,0,0.08,4,0,8,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-maldives.html,2026-04-11 16:36:17
floght ticket,MY,Malaysia,English,,false,false,false,false,true,true,"Top ads, Paid sitelinks",50,73,0.04,4,0,5,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-21 23:10:29
malaysia to auckland,MY,Malaysia,English,"Malaysia (Location), Auckland (Location)",false,true,false,true,true,false,People also ask,50,0,0.05,4,0,5,,https://www.malaysiaairlines.com/nz/en/home.html,2026-04-01 02:23:55
charter service,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Sitelinks",50,0,0.39,4,0,5,,https://www.malaysiaairlines.com/sg/en/other-offerings/charter-services.html,2026-04-01 07:03:48
airbus a330-900,GB,United Kingdom,English,"Airbus (Organization), A330-900 (Product)",true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask, Top stories",200,21,,4,0,12,,https://www.malaysiaairlines.com/uk/en/experience/our-fleet/a330neo.html,2026-03-08 07:55:59
liquid for hand carry,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Shopping, Sitelinks",30,0,,4,0,4,,https://www.malaysiaairlines.com/my/en/travel-info/baggage/cabin-baggage.html,2026-04-27 00:27:39
a330-300 malaysia airlines business class,AU,Australia,English,"Malaysia Airlines (Organization), A330-300 (Product)",true,false,false,true,false,false,"People also ask, Sitelinks",30,0,,4,3,3,,https://www.malaysiaairlines.com/tw/en/experience/our-fleet/a330-300.html,2026-04-15 16:48:34
malaysia airlines stewardess,NL,Netherlands,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"People also ask, Video preview",20,0,,4,0,1,,https://www.malaysiaairlines.com/nz/en/about-us/join-us/join-our-cabin-crew.html,2026-04-17 02:36:36
cancel flight,MY,Malaysia,English,,false,false,false,false,false,true,"AI Overview, Thumbnail, People also ask",30,0,0.21,4,0,4,,https://www.malaysiaairlines.com/my/en/plan-trip/booking-and-services/guide-for-flight-reschedule-refund.html,2026-04-06 08:45:02
enrich mas,US,United States,English,Enrich (Product),true,false,false,true,false,false,"Thumbnail, People also ask, Sitelinks, Video preview",20,11,3.95,4,0,1,,https://www.malaysiaairlines.com/my/en/enrich-portal/summary.html,2026-04-14 22:46:18
malaysian aitlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,true,true,true,true,"Sitelinks, People also ask",20,27,,4,2,1,,https://www.malaysiaairlines.com/us/en/home.html,2026-03-30 14:04:27
malaysa airlines,US,United States,English,Malaysia Airlines (Organization),true,false,true,true,true,false,"Sitelinks, People also ask",20,43,,4,0,1,,https://www.malaysiaairlines.com/us/en/home.html,2026-04-14 14:02:52
australia flights,MY,Malaysia,English,Australia (Location),false,false,false,true,true,true,People also ask,20,1,0.04,4,0,2,,https://www.malaysiaairlines.com/au/en/home.html,2026-03-30 08:17:46
jenis jenis kapal terbang,MY,Malaysia,Malay,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks",20,0,,4,0,3,,https://www.malaysiaairlines.com/my/ms/experience/our-fleet.html,2026-04-20 11:13:32
adelaide to kuala lumpur malaysia airlines,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"Top ads, People also ask",20,0,0.39,4,2,2,,https://www.malaysiaairlines.com/au/en/home.html,2026-04-17 03:10:29
book my flight,MY,Malaysia,English,,false,false,false,false,false,true,,20,68,0.17,4,0,2,,https://www.malaysiaairlines.com/my/en/home.html,2026-03-29 16:15:51
malaysia a330 seat map,AU,Australia,English,Airbus A330 (Product),true,false,false,true,false,false,"Thumbnail, People also ask",20,0,,4,0,2,,https://www.malaysiaairlines.com/tw/en/experience/our-fleet/a330-300.html,2026-04-18 09:00:53
malaysia airlines narita to kuala lumpur,US,United States,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"Thumbnail, People also ask",60,0,,4,0,7,,https://www.malaysiaairlines.com/jp/en/home.html,2026-04-24 03:41:53
aviation job vacancy malaysia,MY,Malaysia,English,Malaysia (Location),false,true,false,true,false,false,,60,6,0.02,4,0,7,,https://www.malaysiaairlines.com/my/en/about-us/join-us.html,2026-03-31 11:49:27
mhconnect,AU,Australia,,MHconnect (Product),true,false,false,true,false,false,People also ask,150,0,,4,0,2,,https://www.malaysiaairlines.com/nz/en/experience/in-flight-offerings/wi-fi.html,2026-04-21 00:53:09
arrival malaysia,SG,Singapore,English,Malaysia (Location),false,false,false,true,false,false,People also ask,70,42,,4,0,7,,https://www.malaysiaairlines.com/my/en/travel-info/visa-and-immigration-documents.html,2026-03-23 20:31:13
液体可以带上飞机吗,MY,Malaysia,Chinese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",70,1,,4,0,8,,https://www.malaysiaairlines.com/cn/zh_CN/travel-info/baggage.html,2026-04-03 02:50:17
에어버스 a330-300,KR,South Korea,Korean,"Airbus (Organization), Airbus A330-300 (Product)",true,false,false,true,false,false,,100,0,,4,0,9,,https://www.malaysiaairlines.com/kr/ko/experience/our-fleet/a330-300.html,2026-03-28 12:24:38
flight kl to danang,MY,Malaysia,English,,false,true,false,true,true,true,People also ask,80,0,0.10,4,0,8,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-vietnam/flights-to-da-nang.html,2026-03-24 12:23:06
malaysia airlines auckland office,NZ,New Zealand,English,"Malaysia Airlines (Organization), Auckland Office (Location)",true,true,false,true,false,false,People also ask,10,2,,4,0,1,,https://www.malaysiaairlines.com/hq/en/askmh/contact-details.html,2026-04-22 13:41:08
malaysia airlines lost baggage compensation,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",10,0,,4,0,1,AI Overview,https://www.malaysiaairlines.com/sg/en/travel-info/baggage/mishandled-baggage.html,2026-04-07 14:33:53
flight to kundasang,MY,Malaysia,English,Kundasang (Location),false,true,false,true,true,true,"People also ask, Video preview",200,0,0.08,4,0,11,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-kota-kinabalu.html,2026-04-10 07:20:54
malaysia visa for australians,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Top ads, People also ask, Discussions and forums, Bottom ads, Paid sitelinks",200,1,,4,0,12,,https://www.malaysiaairlines.com/au/en/travel-info/visa-and-immigration-documents.html,2026-04-25 23:43:30
7m8 aircraft,IN,India,English,Boeing 787-8 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",500,28,0.71,3,0,17,,https://www.malaysiaairlines.com/my/en/experience/our-fleet/b737-8.html,2026-04-24 04:59:30
airbus a330-300,NG,Nigeria,English,"Airbus (Organization), Airbus A330-300 (Product)",true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",150,9,0.22,3,0,7,,https://www.malaysiaairlines.com/tw/en/experience/our-fleet/a330-300.html,2026-04-08 12:54:28
doha flight,MY,Malaysia,English,Doha (Location),false,true,false,true,true,true,"People also ask, Top stories, Thumbnail",30,0,0.11,3,0,4,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-qatar/flights-to-doha.html,2026-03-28 00:32:17
mh 370 flight,IN,India,English,Malaysia Airlines Flight 370 (Event),false,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",2100,35,,3,0,22,,https://www.malaysiaairlines.com/hq/en/home.html,2026-04-14 00:45:12
flights to maldives,MY,Malaysia,English,Maldives (Location),false,false,false,true,true,true,"AI Overview, Thumbnail, People also ask",150,0,0.09,3,0,4,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-maldives.html,2026-04-08 22:29:07
malaysia airlines flight delay compensation,AU,Australia,English,Malaysia Airlines (Organization),true,false,false,true,false,false,"People also ask, Sitelinks",10,0,,3,0,1,,https://www.malaysiaairlines.com/content/dam/mas/pdf/MAB_general_conditions_of_carriage.pdf,2026-04-03 23:19:02
flight to nepal,MY,Malaysia,English,Nepal (Location),false,false,false,true,true,true,People also ask,60,0,0.10,3,0,6,,https://www.malaysiaairlines.com/kr/en/plan-trip/destinations/flights-to-nepal.html,2026-03-31 20:46:27
flight kedah,MY,Malaysia,English,Kedah (Location),false,true,false,true,true,false,,60,0,0.03,3,0,6,,https://www.malaysiaairlines.com/my/ms/plan-trip/destinations/flights-to-malaysia/flights-to-alor-setar.html,2026-03-29 03:50:05
cambodia flight,MY,Malaysia,English,Cambodia (Location),false,false,false,true,true,true,"People also ask, Bottom ads",60,14,0.04,3,0,6,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-cambodia.html,2026-04-24 06:48:14
klia to vietnam flight,MY,Malaysia,English,"Kuala Lumpur International Airport (Location), Vietnam (Location)",false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask",60,0,0.04,3,2,6,,https://www.malaysiaairlines.com/id/en/plan-trip/destinations/flights-to-vietnam.html,2026-04-20 10:14:05
malaysia to vietnam,AU,Australia,English,"Malaysia (Location), Vietnam (Location)",false,false,false,true,false,false,People also ask,60,0,0.14,3,0,6,,https://www.malaysiaairlines.com/id/en/plan-trip/destinations/flights-to-vietnam.html,2026-04-10 20:19:28
auckland to malaysia,NZ,New Zealand,English,"Auckland (Location), Malaysia (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks, Thumbnail",250,0,0.13,3,0,8,,https://www.malaysiaairlines.com/nz/en/home.html,2026-01-23 11:07:48
mas kl sentral,MY,Malaysia,Malay,KL Sentral (Location),false,true,false,true,false,false,"Local pack, People also ask",40,0,,3,0,6,,https://www.malaysiaairlines.com/my/en/travel-info/check-in.html,2026-04-18 23:18:37
kl to guangzhou flight,MY,Malaysia,English,,false,false,false,true,true,false,"Thumbnail, People also ask",1100,0,0.25,3,0,19,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-china/flights-to-guangzhou.html,2026-04-19 23:30:32
kabin pesawat,MY,Malaysia,Malay,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",40,0,,3,0,5,,https://www.malaysiaairlines.com/my/ms/travel-info/baggage.html,2026-04-04 11:34:53
flight travel,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",40,76,0.10,3,0,4,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-19 15:31:02
malaysiam,MY,Malaysia,English,Malaysia (Location),false,false,false,true,false,false,"Knowledge panel, People also ask",40,78,,3,0,4,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-01 10:59:27
phuket malaysia,IN,India,English,"Phuket (Location), Malaysia (Location)",false,true,false,true,false,false,People also ask,40,0,0.08,3,0,4,,https://www.malaysiaairlines.com/in/en/plan-trip/destinations/flights-to-thailand/flights-to-phuket.html,2026-04-04 19:40:34
malaysia a350 business class,GB,United Kingdom,English,"A350 (Product), Malaysia (Location)",true,false,false,true,false,false,Thumbnail,40,0,,3,0,4,,https://www.malaysiaairlines.com/hq/en/experience/our-fleet/a350-900.html,2026-04-09 23:19:28
malaysia airlines kathmandu office,NP,Nepal,English,"Malaysia Airlines (Organization), Kathmandu Office (Location)",true,true,false,true,false,false,"People also ask, Sitelinks",40,0,,3,0,4,,https://www.malaysiaairlines.com/nz/en/plan-trip/destinations/flights-to-nepal.html,2026-04-01 22:26:51
malaysia airlines terminal,SG,Singapore,English,Malaysia Airlines (Organization),true,false,false,true,false,false,People also ask,20,8,1.22,3,0,3,,https://www.malaysiaairlines.com/us/en/travel-info/klia-terminal-1-passenger-journey.html,2026-04-22 21:36:27
kul to surabaya flight,MY,Malaysia,English,,false,true,false,true,true,false,,90,0,,3,3,9,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-indonesia/flights-to-surabaya.html,2026-04-11 15:32:07
malaysia airlines discount for senior citizen,MY,Malaysia,English,Malaysia Airlines (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, Top ads, People also ask, Bottom ads, Paid sitelinks",10,0,0.02,3,1,1,AI Overview,https://www.malaysiaairlines.com/content/dam/mh/my/en/travel-info/mhguardian/mhguardian-senior-citizens.pdf,2026-04-19 13:31:32
flights booking,MY,Malaysia,English,,false,false,false,false,false,true,"Top ads, Paid sitelinks, Bottom ads",90,71,0.16,3,0,3,,https://www.malaysiaairlines.com/my/en/home.html,2026-04-07 04:06:28
flight to jb from kl,MY,Malaysia,English,"Johor Bahru (Location), Kuala Lumpur (Location)",false,true,false,false,true,true,People also ask,200,0,0.16,3,0,11,,https://www.malaysiaairlines.com/my/en/plan-trip/destinations/flights-to-malaysia/flights-to-johor-bahru.html,2026-04-04 11:12:18
malaysia airlines flight schedule today,US,United States,English,Malaysia Airlines (Organization),true,false,false,true,false,false,People also ask,10,22,,3,0,2,,https://www.malaysiaairlines.com/my/en/plan-trip/flight-schedule.html,2026-04-25 10:39:47
journify malaysia airlines,MY,Malaysia,English,"Journify (Organization), Malaysia Airlines (Organization)",true,false,false,true,true,false,"Sitelinks, People also ask",50,0,0.39,3,0,5,,https://www.malaysiaairlines.com/my/en/other-offerings/travel-passes.html,2026-04-18 06:11:17
alor setar flight,MY,Malaysia,English,Alor Setar (Location),false,true,false,true,true,false,,50,0,0.07,3,0,5,,https://www.malaysiaairlines.com/my/ms/plan-trip/destinations/flights-to-malaysia/flights-to-alor-setar.html,2026-03-31 00:47:16
