Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
cruise trips from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Thumbnail, Bottom ads, Paid sitelinks",60,9,0.46,2,0,10,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-24 14:42:02
cruises from honolulu,AU,Australia,English,Honolulu (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, AI Overview, Bottom ads",90,0,0.45,2,0,12,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-04-11 08:21:54
cruise ship from adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,AI Overview,40,1,,2,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-adelaide,2026-05-07 01:17:47
cruise to honolulu,AU,Australia,English,Honolulu (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.52,2,0,1,AI Overview,https://www.cruise1st.com.au/destinations/north-america/honolulu,2026-04-13 20:37:43
cruise kangaroo island,AU,Australia,English,Kangaroo Island (Location),false,false,false,true,true,false,Thumbnail,50,0,0.41,2,0,8,,https://www.cruise1st.com.au/cruises-from-melbourne-to-kangaroo-island,2026-04-29 19:21:38
cruise from hawaii,AU,Australia,English,Hawaii (Location),false,true,false,true,true,false,"Thumbnail, AI Overview, People also ask, Bottom ads, Paid sitelinks",50,0,0.49,2,0,9,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-04-21 19:50:02
9 night south pacific cruise,AU,Australia,English,South Pacific (Location),false,false,false,true,true,true,"Thumbnail, Discussions and forums",50,0,0.85,2,0,8,,https://www.cruise1st.com.au/cruise/south-pacific-from-sydney-australia-with-the-anthem-of-the-seas-17538004,2026-04-27 22:11:53
cruise companies in australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, People also ask, Bottom ads, Paid sitelinks",20,62,,2,0,6,,https://www.cruise1st.com.au/cruise-lines,2026-04-29 15:47:36
cruise from perth to bali,AU,Australia,English,"Perth (Location), Bali (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,,2,0,1,AI Overview,https://www.cruise1st.com.au/destinations/bali,2026-04-24 05:44:15
best 3 day cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",20,1,,2,0,1,AI Overview,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-25 22:55:44
perth to melbourne cruise,AU,Australia,English,Perth to Melbourne cruise (Work),false,true,false,true,true,true,People also ask,20,0,,2,0,5,,https://www.cruise1st.com.au/cruise-melbourne-to-perth,2026-04-30 04:14:40
compare cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, People also ask, Bottom ads",20,39,0.61,2,0,5,,https://www.cruise1st.com.au/,2026-04-25 02:13:03
newzealand cruise,AU,Australia,English,New Zealand (Location),false,false,false,true,true,false,"Top ads, People also ask, Thumbnail, Discussions and forums, Bottom ads, Paid sitelinks",70,1,1.28,2,0,10,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-30 14:50:33
australia small ship cruises,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Video preview, Thumbnail, People also ask",70,4,,2,0,11,,https://www.cruise1st.com.au/small-ship-cruises,2026-04-28 05:34:02
last minute cruises europe,AU,Australia,English,Europe (Location),false,false,false,true,true,true,People also ask,20,8,0.42,2,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-03 12:49:40
perth new zealand,AU,Australia,English,"Perth (Location), New Zealand (Location)",false,true,false,true,true,false,"AI Overview, People also ask",90,0,0.06,2,0,12,,https://www.cruise1st.com.au/cruises-from-perth-to-new-zealand,2026-05-08 18:39:25
cheap last minute cruises from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,,10,4,,2,0,4,,https://www.cruise1st.com.au/last-minute-cruises-from-brisbane,2026-05-10 09:11:48
canada and alaska cruises 2023,AU,Australia,English,Canada and Alaska (Location),false,false,false,true,true,false,"Sitelinks, People also ask",100,0,1.48,2,0,11,,https://www.cruise1st.com.au/destinations/alaska,2026-05-06 17:11:17
santorini cruise,AU,Australia,English,Santorini (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask",70,0,0.58,2,0,10,,https://www.cruise1st.com.au/destinations/southern-europe/santorini,2026-04-10 12:56:37
3 or 4 day cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail",70,1,0.40,2,0,1,AI Overview,https://www.cruise1st.com.au/short-cruises-from-sydney,2026-04-10 13:54:47
cruise from hobart,AU,Australia,English,Hobart (Location),false,true,false,true,true,false,People also ask,90,10,0.49,2,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-tasmania,2026-04-22 09:16:22
hawaii to sydney cruise 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, Thumbnail, People also ask, Discussions and forums",30,0,0.62,2,0,5,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-04-15 22:06:47
carabean cruises,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",20,42,,2,0,4,,https://www.cruise1st.com.au/destinations/caribbean,2026-04-12 04:04:02
cruise to auckland,AU,Australia,English,Auckland (Location),false,true,false,true,true,false,People also ask,20,0,0.45,2,0,4,,https://www.cruise1st.com.au/sydney-to-auckland-cruises,2026-04-20 20:04:16
new zeland cruises,AU,Australia,English,New Zealand (Location),false,false,false,true,true,false,"Top ads, People also ask, Video preview, Bottom ads, Paid sitelinks",20,1,,2,0,4,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-14 10:37:04
cruise from sydney to darwin,AU,Australia,English,"Sydney (Location), Darwin (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",20,0,,2,0,4,,https://www.cruise1st.com.au/destinations/australia/darwin,2026-04-15 02:32:17
cruise around uk,AU,Australia,English,UK (Location),false,false,false,true,true,false,"Top ads, Thumbnail, People also ask, Discussions and forums",30,1,0.78,2,0,6,,https://www.cruise1st.com.au/destinations/british-isles,2026-04-30 05:09:02
cruise to ireland,AU,Australia,English,Ireland (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Discussions and forums, Bottom ads",30,0,,2,0,1,AI Overview,https://www.cruise1st.com.au/cruises/ireland,2026-04-30 12:37:54
cruise weekend,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",30,1,0.23,2,0,6,,https://www.cruise1st.com.au/2-night-cruises-from-sydney,2026-05-02 16:42:28
cruises to papua new guinea from sydney,AU,Australia,English,"Papua New Guinea (Location), Sydney (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",30,0,,2,0,1,AI Overview,https://www.cruise1st.com.au/destinations/papua-new-guinea,2026-05-05 16:59:58
barrier reef cruises from sydney,AU,Australia,English,"Great Barrier Reef (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask",30,0,0.57,2,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-great-barrier-reef,2026-05-04 07:41:42
fly cruise packages 2025,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask, Bottom ads",90,6,0.49,2,0,11,,https://www.cruise1st.com.au/,2026-04-27 06:55:54
new years cruise australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks",70,1,0.48,2,0,10,,https://www.cruise1st.com.au/new-years-eve-cruises,2026-04-12 14:14:10
holiday packages cruise,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Thumbnail",50,54,,2,0,9,,https://www.cruise1st.com.au/cruises/cruise-deals,2026-05-06 04:53:08
cruose,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Knowledge panel",20,74,0.27,2,0,6,,https://www.cruise1st.com.au/,2026-04-12 12:31:27
cruises in july from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask",20,0,,2,0,7,,https://www.cruise1st.com.au/cruises-from-sydney-july-2026,2026-05-11 12:14:49
singapore to hong kong cruise,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, Thumbnail, Top ads, Paid sitelinks, People also ask, Bottom ads",80,2,0.46,2,0,12,,https://www.cruise1st.com.au/destinations/hong-kong,2026-04-15 13:21:54
cook island cruises,AU,Australia,English,Cook Islands (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",40,0,0.38,2,0,9,,https://www.cruise1st.com.au/cruises/cook-islands,2026-04-22 06:04:58
cruise from melbourne to brisbane,AU,Australia,English,"Melbourne (Location), Brisbane (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, Top ads, Paid sitelinks, People also ask, Bottom ads",40,9,0.26,2,0,1,AI Overview,https://www.cruise1st.com.au/brisbane-to-melbourne-cruise,2026-05-01 11:05:53
melbourne to bali cruise,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.43,2,0,1,AI Overview,https://www.cruise1st.com.au/destinations/bali,2026-04-22 12:43:32
christmas cruise from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,,2,0,6,,https://www.cruise1st.com.au/christmas-cruises-from-melbourne,2026-04-28 04:06:30
australia to usa cruise,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Sitelinks, Video preview",20,0,0.38,2,0,6,,https://www.cruise1st.com.au/destinations/united-states,2026-04-28 02:27:17
cruise discounts australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,Thumbnail,20,50,,2,0,5,,https://www.cruise1st.com.au/,2026-04-15 06:46:26
last min cruise deals,AU,Australia,English,,false,false,false,true,true,true,People also ask,20,4,,2,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-04 21:14:17
cruise australia to america,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, People also ask, Thumbnail",20,0,0.38,2,0,6,,https://www.cruise1st.com.au/destinations/united-states,2026-05-05 03:07:53
cruise from fremantle to sydney,AU,Australia,English,"Fremantle (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.27,2,0,6,,https://www.cruise1st.com.au/cruises-from-fremantle,2026-04-22 00:58:39
fiji vanuatu cruise,AU,Australia,English,"Fiji (Location), Vanuatu (Location)",false,false,false,true,true,false,Thumbnail,20,0,0.34,2,0,5,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-04-15 01:13:17
sydney to san francisco cruise,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask",20,0,0.44,2,0,1,AI Overview,https://www.cruise1st.com.au/cruise/transpacific-from-sydney-australia-with-the-carnival-luminosa-18314575,2026-04-20 23:41:34
transpacific cruises 2025,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Discussions and forums",20,0,0.39,2,0,5,,https://www.cruise1st.com.au/destinations/transpacific,2026-04-30 10:59:32
cruisrs,AU,Australia,English,,false,false,false,true,true,false,People also ask,20,72,,2,0,5,,https://www.cruise1st.com.au/,2026-04-11 19:11:32
cruise liners australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",60,20,0.53,2,0,10,,https://www.cruise1st.com.au/cruise-lines,2026-04-26 02:29:06
cruise to egypt,AU,Australia,English,Egypt (Location),false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums",70,0,1.10,2,0,11,,https://www.cruise1st.com.au/destinations/egypt,2026-05-09 20:36:55
cruise sydney 3 days,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"People also ask, Video preview",10,1,,2,0,3,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-05-10 15:57:00
trans pacific cruise,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks",10,0,,2,0,3,,https://www.cruise1st.com.au/destinations/transpacific,2026-04-26 16:36:23
all-inclusive cruises 2025,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Thumbnail",10,46,,2,0,3,,https://www.cruise1st.com.au/cruises/all-inclusive,2026-04-30 11:41:47
cruise from sydney to canada,AU,Australia,English,"Sydney (Location), Canada (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail",10,0,0.79,2,0,4,,https://www.cruise1st.com.au/cruise/south-pacific-crossing-to-canada-17917290,2026-04-10 12:05:10
cruises last minute deals,AU,Australia,English,,false,false,false,true,true,true,People also ask,30,4,0.67,2,0,7,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-06 17:38:14
cruiseships,AU,Australia,English,,false,false,false,true,true,false,"Top stories, Thumbnail, Top ads, Paid sitelinks, People also ask, Discussions and forums",30,24,0.29,2,0,7,,https://www.cruise1st.com.au/cruise-lines,2026-05-05 19:26:39
melbourne to fiji cruise,AU,Australia,English,"Melbourne (Location), Fiji (Location)",false,true,false,true,true,true,Thumbnail,50,0,0.37,2,0,9,,https://www.cruise1st.com.au/cruise-to-fiji-from-australia,2026-05-07 20:10:29
cruise ship around australia,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask, Thumbnail, Video preview, Bottom ads, Paid sitelinks",70,11,0.35,2,0,11,,https://www.cruise1st.com.au/destinations/australia,2026-04-30 12:48:29
cruise to hobart from sydney,AU,Australia,English,"Hobart (Location), Sydney (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, People also ask, Thumbnail",70,0,,2,0,11,,https://www.cruise1st.com.au/tasmania-cruises-from-sydney,2026-04-23 20:56:24
cruise departing adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,AI Overview,30,2,0.23,2,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-adelaide,2026-05-08 03:36:58
cruise to sydney from brisbane,AU,Australia,English,"Sydney (Location), Brisbane (Location)",false,true,false,true,true,false,"AI Overview, People also ask",30,8,,2,0,7,,https://www.cruise1st.com.au/cruise-from-sydney-to-brisbane,2026-04-27 01:22:40
cruise to antarctica cost,AU,Australia,English,,false,false,false,true,true,false,People also ask,40,1,0.86,2,0,8,,https://www.cruise1st.com.au/destinations/antarctica,2026-04-16 21:25:58
cruises qld,AU,Australia,English,Queensland (Location),false,true,false,true,true,false,AI Overview,40,0,0.45,2,0,9,,https://www.cruise1st.com.au/cruises-around-australia-from-brisbane,2026-04-26 01:24:24
cruise japan to australia,AU,Australia,English,"Japan (Location), Australia (Location)",false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, AI Overview, Thumbnail, Discussions and forums",40,0,0.51,2,0,9,,https://www.cruise1st.com.au/destinations/japan,2026-05-02 20:33:53
cruise melbourne to brisbane,AU,Australia,English,,false,true,false,true,true,false,People also ask,40,9,0.23,2,0,8,,https://www.cruise1st.com.au/zones/cruises-from-melbourne,2026-05-02 06:43:21
cruise deals from perth,AU,Australia,English,Perth (Location),false,true,false,true,true,false,,40,1,0.20,2,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-perth,2026-05-10 05:00:34
australia luxury cruise,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"AI Overview, People also ask",80,30,0.64,2,0,12,,https://www.cruise1st.com.au/luxury-cruises,2026-04-23 07:19:39
cairns to brisbane cruise,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",10,0,0.45,2,0,3,,https://www.cruise1st.com.au/cruise-from-brisbane-to-cairns,2026-05-09 21:06:50
cruise from newcastle nsw,AU,Australia,English,"Newcastle, NSW (Location)",false,true,false,true,true,false,"People also ask, Knowledge panel, Thumbnail",50,1,,2,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-newcastle,2026-05-05 23:38:03
cruises that leave from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail",70,0,0.32,2,0,1,AI Overview,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-05-03 00:28:28
cruise from sydney to honolulu,AU,Australia,English,"Sydney (Location), Honolulu (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask",20,0,,2,0,1,AI Overview,https://www.cruise1st.com.au/destinations/north-america/honolulu,2026-04-19 02:23:53
cruise carribean,AU,Australia,English,Caribbean (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, Video preview, People also ask",20,23,,2,0,4,,https://www.cruise1st.com.au/destinations/caribbean,2026-04-16 05:59:54
cruises melbourne to tasmania,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, People also ask",20,0,,2,0,5,,https://www.cruise1st.com.au/melbourne-to-tasmania-cruises,2026-04-26 19:31:56
cruise from italy,AU,Australia,English,Italy (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Bottom ads",20,4,,2,0,4,,https://www.cruise1st.com.au/destinations/italy,2026-04-30 11:56:54
3 night cruise sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, Video preview, Bottom ads, Paid sitelinks",20,1,,2,0,5,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-28 22:05:12
cruises from melbourne to queensland,AU,Australia,English,"Melbourne (Location), Queensland (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,2,,2,0,5,,https://www.cruise1st.com.au/princess-cruises-from-melbourne,2026-04-30 01:53:32
last minute cruise tickets,AU,Australia,English,,false,false,false,true,true,true,"AI Overview, People also ask",20,6,,2,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-09 16:27:28
split cruise,AU,Australia,English,Split (Location),false,true,false,true,true,false,"Local pack, People also ask",50,0,0.39,2,0,11,,https://www.cruise1st.com.au/destinations/southern-europe/split,2026-04-25 22:49:47
cruises ships,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",30,12,,2,0,8,,https://www.cruise1st.com.au/cruise-lines,2026-04-25 01:04:25
christmas cruses,AU,Australia,English,Christmas (Event),false,false,false,true,true,false,"AI Overview, People also ask",30,0,0.62,2,0,8,,https://www.cruise1st.com.au/cruises/christmas-new-year-cruises,2026-04-17 01:01:12
lastminute cruises,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Paid sitelinks, Bottom ads",60,6,,2,0,6,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-04-23 05:00:52
3 day cruises sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail",20,1,,2,0,1,AI Overview,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-22 23:35:16
cheap cruises in australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"People also ask, AI Overview, Thumbnail",20,30,0.48,2,0,5,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-04-12 05:42:13
cruises australia to japan,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, AI Overview, People also ask, Bottom ads",20,0,,2,0,5,,https://www.cruise1st.com.au/destinations/japan,2026-04-14 03:34:53
melbourne cup carnival cruise,AU,Australia,English,Melbourne Cup Carnival (Event),false,true,false,true,true,false,People also ask,20,0,,2,0,5,,https://www.cruise1st.com.au/melbourne-cup-cruise-from-sydney,2026-04-09 20:39:02
cruises from sydney to hobart,AU,Australia,English,"Sydney (Location), Hobart (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, Bottom ads",40,0,,2,0,9,,https://www.cruise1st.com.au/tasmania-cruises-from-sydney,2026-04-19 20:24:07
cruises to st. lucia,AU,Australia,English,St. Lucia (Location),false,true,false,true,true,false,"Thumbnail, People also ask",60,0,0.45,2,0,10,,https://www.cruise1st.com.au/cruises/saint-lucia,2026-04-17 22:45:12
round the world cruises,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",50,1,0.57,2,0,10,,https://www.cruise1st.com.au/sydney-world-cruises,2026-04-11 14:28:33
ship cruises from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Local teaser",30,0,,2,0,7,,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-04-09 16:09:11
cruising to new zealand,AU,Australia,English,New Zealand (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",30,1,1.27,2,0,7,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-18 15:45:54
small ship cruises australia & new zealand,AU,Australia,English,"Australia (Location), New Zealand (Location)",false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",30,6,1.04,2,0,1,AI Overview,https://www.cruise1st.com.au/small-ship-cruises,2026-05-03 01:17:53
cruises leaving melbourne today,AU,Australia,English,Melbourne (Location),false,true,false,true,false,false,"AI Overview, People also ask",30,1,,2,0,7,,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-04-17 09:41:27
melbourne cruise deals,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,AI Overview,30,1,0.45,2,0,7,,https://www.cruise1st.com.au/zones/last-minute-cruises-from-melbourne,2026-05-02 16:51:28
cruises from brisbane to nz,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,AI Overview,30,0,,2,0,7,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-04-17 13:24:17
cruises to juneau,AU,Australia,English,Juneau (Location),false,true,false,true,true,false,"People also ask, Local pack",60,0,0.92,2,0,10,,https://www.cruise1st.com.au/destinations/west-coast-of-america/juneau,2026-04-14 09:17:38
cruise to perth from sydney,AU,Australia,English,"Perth (Location), Sydney (Location)",false,true,false,true,true,false,"Thumbnail, AI Overview",30,0,0.33,2,0,8,,https://www.cruise1st.com.au/cruises-to-perth,2026-05-09 14:43:14
ship cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Thumbnail, People also ask",30,59,0.45,2,0,7,,https://www.cruise1st.com.au/small-ship-cruises,2026-04-28 04:11:00
cruise brisbane to whitsundays,AU,Australia,English,"Brisbane (Location), Whitsundays (Location)",false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",40,1,0.46,2,0,9,,https://www.cruise1st.com.au/brisbane-to-airlie-beach-cruise,2026-05-05 13:27:54
cruise to adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,Thumbnail,40,0,,2,0,8,,https://www.cruise1st.com.au/melbourne-to-adelaide-cruise,2026-05-07 17:39:30
cruise from brisbane to japan,AU,Australia,English,"Brisbane (Location), Japan (Location)",false,true,false,true,true,false,"Thumbnail, AI Overview, People also ask, Bottom ads, Paid sitelinks",40,0,0.50,2,0,9,,https://www.cruise1st.com.au/cruise-to-japan-from-australia,2026-04-18 03:54:30
deal cruise,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Thumbnail, Bottom ads, Paid sitelinks",30,34,0.97,2,0,8,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-05 20:37:38
cruises from australia to europe,AU,Australia,English,"Australia (Location), Europe (Location)",false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",80,3,0.45,2,0,12,,https://www.cruise1st.com.au/destinations/europe,2026-05-07 11:47:17
hamilton island cruise from sydney,AU,Australia,English,"Hamilton Island (Location), Sydney (Location)",false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask",20,3,0.45,2,0,1,AI Overview,https://www.cruise1st.com.au/cruises/cruises-from-hamilton-island,2026-05-06 00:53:55
brisbane cruise,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Local pack, Thumbnail, Discussions and forums, Video preview",1200,11,0.33,2,0,25,,https://www.cruise1st.com.au/cruises/cruises-from-brisbane,2026-04-26 00:03:51
cruise from new zealand,AU,Australia,English,New Zealand (Location),false,true,false,true,true,false,"AI Overview, People also ask, Video preview",50,2,0.56,2,0,10,,https://www.cruise1st.com.au/destinations/new-zealand,2026-05-07 22:06:16
nz cruises from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",50,0,0.45,2,0,1,AI Overview,https://www.cruise1st.com.au/melbourne-to-new-zealand-cruises-2027,2026-04-28 14:09:52
5 night cruise from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks",20,1,0.28,2,0,5,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-29 22:26:54
cruise through panama canal,AU,Australia,English,Panama Canal (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",20,0,0.81,2,0,6,,https://www.cruise1st.com.au/destinations/panama-canal,2026-04-16 04:51:48
brisbane to sydney cruises,AU,Australia,English,,false,true,false,true,true,false,"Top ads, AI Overview, People also ask",20,1,,2,0,6,,https://www.cruise1st.com.au/cruise-from-brisbane-to-sydney,2026-04-20 03:05:34
ladt minute cruises,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Thumbnail, People also ask",20,3,,2,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-04-30 21:17:27
japan fly cruise packages,AU,Australia,English,Japan (Location),false,false,false,true,true,false,"Top ads, Thumbnail, Sitelinks",20,0,0.79,2,0,5,,https://www.cruise1st.com.au/destinations/japan,2026-04-16 00:58:02
sample cruise,AU,Australia,English,,false,false,false,true,true,false,,20,3,0.38,2,0,4,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-25 19:19:02
one way cruise to fiji,AU,Australia,English,Fiji (Location),false,false,false,true,true,false,People also ask,20,0,0.37,2,0,4,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-04-23 09:42:30
vancouver to sydney cruise,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,0.50,2,0,5,,https://www.cruise1st.com.au/cruise/transpacific-from-vancouver-canada-with-the-royal-princess-18754311,2026-04-16 04:06:36
last minute cruses,AU,Australia,English,,false,false,false,true,true,true,"AI Overview, People also ask",20,0,,2,0,5,,https://www.cruise1st.com.au/cruises-from-sydney-april-2026,2026-05-08 20:57:09
asian cruise from australia,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail",20,0,,2,0,5,,https://www.cruise1st.com.au/asia-cruises-from-sydney,2026-05-09 23:30:59
cruise ship sydney to tasmania,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,,2,0,5,,https://www.cruise1st.com.au/tasmania-cruises-from-sydney,2026-04-10 20:52:56
late cruise deals,AU,Australia,English,,false,false,false,true,true,true,,20,4,0.37,2,0,4,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-07 16:52:05
cruises to kangaroo island from sydney,AU,Australia,English,"Kangaroo Island (Location), Sydney (Location)",false,true,false,true,true,false,"Top ads, Thumbnail, People also ask",30,0,,2,1,6,,https://www.cruise1st.com.au/cruises/kangaroo-island,2026-04-16 00:30:09
australia to new zealand cruise price,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask",30,1,0.45,2,0,6,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-29 03:27:17
